source;source_material_id;material_id
WMD_ext;Marble powder or chips;M.mat
WMD_ext;Marble raw stone;M.mat
WMD_ext;Marble rough;M.mat
WMD_ext;Marble slab;M.mat
WMD_ext;Marble slabs;M.mat
WMD_ext;Marble squared;M.dim
WMD_ext;Marbled limestone;M.lim
WMD_ext;Maris;M.mas
WMD_ext;Marl;M.mas
WMD_ext;Marls;M.mas
WMD_ext;Marls for bricks;M.mas
WMD_ext;Marls for cement;M.mas
WMD_ext;Marmol;M.mat
WMD_ext;Mármol;M.mat
WMD_ext;marmol aragonita;M.mat
WMD_ext;Mármol Aragonita;M.mat
WMD_ext;marmol onix;M.mat
WMD_ext;Mármol Onix Bloques;M.dim
WMD_ext;marmol onix, en bochones;M.mat
WMD_ext;marmol onix, en escallas;M.mat
WMD_ext;marmol travertino;M.mat
WMD_ext;marmol travertino, en bloques;M.dim
WMD_ext;marmol travertino, en bochones;M.mat
WMD_ext;marmol, en bloques;M.dim
WMD_ext;marmol, en bochones;M.mat
WMD_ext;marmol, en escallas;M.mat
WMD_ext;Marmor;M.mat
WMD_ext;Marmor und Travertin;M.mat
WMD_ext;Marmor, Granit, Sandstone, Porphyr, Basalt etc. ;M.sto
WMD_ext;Marmorplatten;M.dim
WMD_ext;Materiales de construcción;M.sag
WMD_ext;Melafir;
WMD_ext;Melaphyr;
WMD_ext;Metadiabase;M.ign
WMD_ext;Metamorfite;
WMD_ext;Metamorphic Limestone;
WMD_ext;Mica;M.mic
WMD_ext;Micaceous schists;M.mic
WMD_ext;Micaschiste;M.mic
WMD_ext;Micasist;M.mic
WMD_ext;Migmatite;
WMD_ext;Milchquartz;
WMD_ext;Mineral aggregates ;M.sag
WMD_ext;Mixed Sulphide;
WMD_ext;Modeling sand;
WMD_ext;Moldavite (tectite) bearing rock;M.osm
WMD_ext;Molding sands;M.ins
WMD_ext;Monazite;O.CeLaPO4
WMD_ext;Montmorillonite;M.osm
WMD_ext;Muschelkalkstein;M.lim
WMD_ext;Mylonite granitous;
WMD_ext;Naciços Construídes;
WMD_ext;Natriumsulfat;
WMD_ext;Natural graphite;M.gra
WMD_ext;Natural sand;M.sag
WMD_ext;Natural sand for construction;M.sag
WMD_ext;Natural stone;M.sto
WMD_ext;Natürlicher Kies u. Sand;M.sag
WMD_ext;Naturwerksteine;M.dim
WMD_ext;Nephilin Syenite;O.nep
WMD_ext;Oil sand;F.ois
WMD_ext;Oilshale;F.ois
WMD_ext;Olivine;M.onm
WMD_ext;Olivine and Dunite;M.onm
WMD_ext;Olivinite;M.ign
WMD_ext;Olygist;
WMD_ext;Opal;Nm.gem
WMD_ext;Ordinary sand;M.sag
WMD_ext;Ordinary stone;M.sto
WMD_ext;Ornamental andesite;M.orn
WMD_ext;Ornamental limestone;M.orn
WMD_ext;Ornamental rocks/stones granite, marble, limestone;M.orn
WMD_ext;Ornamental stone;M.orn
WMD_ext;Orpymae;
WMD_ext;Other;
WMD_ext;Other aggregates for use in construction, made of slage, slacks and similar industial wastes;
WMD_ext;Other building stone;M.dim
WMD_ext;Other Clays;M.coc
WMD_ext;Other crushed or cut stone used for concrete aggregates, for road stone and for other construction use;M.sag
WMD_ext;Other hard Rocks;M.sto
WMD_ext;Other ornamental stones;M.orn
WMD_ext;Other soft Rocks;M.sto
WMD_ext;Other special use mineral aggregates;M.sag
WMD_ext;Parget/plaster;M.gya
WMD_ext;Paving stone  and similar;M.sto
WMD_ext;Peatloam;
WMD_ext;Pebbles, shingle and flint;M.chf
WMD_ext;peedra laja;
WMD_ext;Pegmatite;
WMD_ext;Perfuração / Perg. Agua;
WMD_ext;Perfursção / Capt. Agua;
WMD_ext;perita;M.per
WMD_ext;perlita;M.per
WMD_ext;Perlite;M.per
WMD_ext;Pesquisa Ague Sub.;
WMD_ext;Phosphate;Nm.PO
WMD_ext;Phosphate rock;O.P
WMD_ext;Phylite;M.onm
WMD_ext;Phylite shists;M.onm
WMD_ext;Piedra cantera;
WMD_ext;piedra laja;
WMD_ext;piedra pomez;M.abr
WMD_ext;Piedra Pómez;M.abr
WMD_ext;Piedra triturda;
WMD_ext;Pitch sand;
WMD_ext;Pizarra;
WMD_ext;pjedra pomez;M.abr
WMD_ext;Plastering sand;
WMD_ext;Plutonite;
WMD_ext;Plutonites;
WMD_ext;Plutonites ;
WMD_ext;Pomez;M.abr
WMD_ext;Porcellanite;
WMD_ext;Pórfido;
WMD_ext;Porfire;M.ign
WMD_ext;Porphyry;M.ign
WMD_ext;Potterystone;
WMD_ext;Pouzzolane;M.abr
WMD_ext;Pozzolan;M.abr
WMD_ext;Pozzolana;M.abr
WMD_ext;Precious stones;Nm.gem
WMD_ext;Pumice;M.abr
WMD_ext;Pumics;M.abr
WMD_ext;puzolana;M.abr
WMD_ext;Puzzolan;M.abr
WMD_ext;Puzzolane;M.abr
WMD_ext;Pyrope bearing rock;O.gem
WMD_ext;Pyrope-bearing rock;O.gem
WMD_ext;Pyrophylite;M.tal
WMD_ext;Pyrophyllite;M.tal
WMD_ext;Quarried Stone;M.crs
WMD_ext;Quarry;
WMD_ext;Quarry stone;M.crs
WMD_ext;Quartz;M.qar
WMD_ext;Quartz (Gems);M.qar
WMD_ext;Quartz (Industrial);M.qar
WMD_ext;Quartz (unground);M.qar
WMD_ext;Quartz and quartz sands, crude;M.qar
WMD_ext;Quartz and sandstones;M.qar
WMD_ext;Quartz feldspar;M.qar
WMD_ext;Quartz Field;M.qar
WMD_ext;Quartz gems grade;M.qar
WMD_ext;Quartz industrial grade;M.qar
WMD_ext;Quartz sand and gravel;M.qar
WMD_ext;Quartz sands;M.SiO2
WMD_ext;Quartz shyllate;M.qar
WMD_ext;Quartz-chrystal gems quality;M.qar
WMD_ext;Quartz-chrystal industrial quality;M.qar
WMD_ext;Quartzcrysted;M.qar
WMD_ext;Quartzite;M.qar
WMD_ext;Quartzite ;M.qar
WMD_ext;Quartzite  feldspar;M.qar
WMD_ext;Quartzite  Feldspar sands;M.qar
WMD_ext;Quartzite and sandstones;M.qar
WMD_ext;Quartzite slabs;M.qar
WMD_ext;Quartzites;M.qar
WMD_ext;Quartzites and Feldspar sands for glass industry;M.qar
WMD_ext;Quartzites and Sandstone;M.qar
WMD_ext;Quartzites and Sandstones;M.qar
WMD_ext;Quartzites and Sandstones for cement;M.qar
WMD_ext;Quartzsand;M.SiO2
WMD_ext;Quartzsand for Glass;M.SiO2
WMD_ext;Quartzsande, -kiese und -schotter;M.qar
WMD_ext;Quartzsande, Kiese, Schotter;M.qar
WMD_ext;Quartzsands;M.SiO2
WMD_ext;Quartzsands for cellular concrete;M.qar
WMD_ext;Quartzsands for firebrand;M.qar
WMD_ext;Quartzsands for glass;M.SiO2
WMD_ext;Quartzsands for lime-sand brick;M.qar
WMD_ext;Quartzsands including river sand;M.qar
WMD_ext;Quick Lime;
WMD_ext;Raw materials for cement;M.sag
WMD_ext;Raw materials for cement industry;M.sag
WMD_ext;Raw materials for lime;
WMD_ext;Red clay;M.poc
WMD_ext;Red soil;
WMD_ext;Red Stone Quarrying;M.sto
WMD_ext;Redclay;
WMD_ext;Refractory clays;M.fic
WMD_ext;Repareçãe / Bembas;
WMD_ext;Resizable rocks;
WMD_ext;Rhyolite;M.ign
WMD_ext;Rhyolithe;
WMD_ext;Riolit;
WMD_ext;riolita;
WMD_ext;River sand;M.sag
WMD_ext;River sand and gravel;M.sag
WMD_ext;Riverine gravel for grinding;M.sag
WMD_ext;Road stones;M.sto
WMD_ext;Rock aggregates;M.sag
WMD_ext;Rock salt;M.sal
WMD_ext;Rock wool;
WMD_ext;Roda;
WMD_ext;Roofing slate;M.sla
WMD_ext;Rubble, Curb stones;M.sto
WMD_ext;Rutile;O.TiO2
WMD_ext;Salica sand;
WMD_ext;Salt;M.sal
WMD_ext;Salt stone;
WMD_ext;Salt, all sources;M.sal
WMD_ext;Salz;M.sal
WMD_ext;Sand;M.sag
WMD_ext;Sand ;M.sag
WMD_ext;Sand (cover layer);M.sag
WMD_ext;Sand (filling);M.sag
WMD_ext;Sand (for cellular concrete);M.sag
WMD_ext;Sand (foundry);M.ins
WMD_ext;Sand aggregates;M.sag
WMD_ext;Sand and gravel;M.sag
WMD_ext;Sand and Gravel ;M.sag
WMD_ext;Sand and Gravel aggregate;M.sag
WMD_ext;Sand and gravel from mine production in non-reserved deposits;M.sag
WMD_ext;Sand and gravel from mine production in reserved deposits;M.sag
WMD_ext;Sand für die Glasindustrie;M.SiO2
WMD_ext;Sand für silikumhaltige produkte;M.ins
WMD_ext;Sand und Kies;M.sag
WMD_ext;Sandige Kiesgesteine;M.sag
WMD_ext;Sands;M.sag
WMD_ext;Sands and Gravels;M.sag
WMD_ext;Sands for ceramic products;M.ins
WMD_ext;Sands for silica brich;
WMD_ext;Sandstein;M.sas
WMD_ext;Sandstein für den Schotter ;M.sas
WMD_ext;Sandstein und Kiesel;M.sas
WMD_ext;Sandstone;M.sas
WMD_ext;Sandstones;M.sas
WMD_ext;Santorini Earth;
WMD_ext;Schiefer;M.sla
WMD_ext;Schist;M.sto
WMD_ext;Schmirgel;
WMD_ext;Schotter und Kies aus Naturstein und SandKiesGemischen;M.sag
WMD_ext;Schotter, Kies, Kiesel;M.sag
WMD_ext;Scoria;M.ign
WMD_ext;Sea salt;M.sal
WMD_ext;Sedimentary Limestone;M.lim
WMD_ext;Selestine;
WMD_ext;Sepiolite and attapulgite;M.ben
WMD_ext;serpentina;M.orn
WMD_ext;Serpentine;M.orn
WMD_ext;Serpentine dimension stone;M.dim
WMD_ext;Serpentinite;M.orn
WMD_ext;Shale;M.spc
WMD_ext;Shale and Shale clay;M.spc
WMD_ext;Shale clay;M.spc
WMD_ext;Shales;M.spc
WMD_ext;Shists;M.sto
WMD_ext;Sieved materials;
WMD_ext;Silica;Nm.SiO2
WMD_ext;Silica ;Nm.SiO2
WMD_ext;Silica cement;
WMD_ext;Silica for cement;M.sag
WMD_ext;Silica minerals;
WMD_ext;Silica sand;M.SiO2
WMD_ext;Silica sands;M.SiO2
WMD_ext;Silica sands and quartz sands;M.SiO2
WMD_ext;Silica SiO2;M.SiO2
WMD_ext;Silica Stone;
WMD_ext;Silicacement;
WMD_ext;Silica-cement;
WMD_ext;SilicaSand;M.SiO2
WMD_ext;Silicasands;M.SiO2
WMD_ext;Silicastone;
WMD_ext;Silica-stone;
WMD_ext;Siliceous sand;M.SiO2
WMD_ext;Silicified Gres;
WMD_ext;Silikumhaltiger Kalkstein;M.lim
WMD_ext;Silt stone;
WMD_ext;Silty sand;
WMD_ext;Slab Stone;M.sto
WMD_ext;Slag for construction use;
WMD_ext;Slate;M.sla
WMD_ext;Slate and ornamental schist;M.sla
WMD_ext;Slate plates;M.sla
WMD_ext;Slate stones;M.sla
WMD_ext;Slate, crude, roughly trimmed or merely cut into rectangular or square blocks ;M.sla
WMD_ext;Slate/Flagstone;M.sla
WMD_ext;Slates;M.sla
WMD_ext;Slates for cladding;M.sla
WMD_ext;Slatestone;M.sla
WMD_ext;Soapstone products;M.tal
WMD_ext;Soda Ash;M.soc
WMD_ext;Sodium Sulfate;
WMD_ext;Soft rocks;M.sto
WMD_ext;Soil;
WMD_ext;Soil and Scoria;M.ign
WMD_ext;Sonstige felsgebrochene Hartgesteine;M.sto
WMD_ext;Special sands;M.ins
WMD_ext;Speisesalz;
WMD_ext;Sphalerite;
WMD_ext;Spilite;
WMD_ext;Stein für Architektur und Bau;M.dim
WMD_ext;Steine für Technik und Bau;M.dim
WMD_ext;Steinschutt;M.sag
WMD_ext;Stone;M.sto
WMD_ext;Stone aggregate;M.sag
WMD_ext;Stone aggregates;M.sag
WMD_ext;Stone and andesite;M.sto
WMD_ext;Stone and Gravel;M.sag
WMD_ext;Stone boulders;M.sto
WMD_ext;Stoneware ceramic clays;M.poc
WMD_ext;Strengflüssiger lehm;
WMD_ext;Sulfato de sodio;
WMD_ext;Sulfur;Nm.S
WMD_ext;Syenite;M.ign
WMD_ext;Talc;M.tal
WMD_ext;Talc and Pyrophylite;M.tal
WMD_ext;Talc Schist;M.tal
WMD_ext;Talc, Steatile and Pyrophilite;M.tal
WMD_ext;Talco;M.tal
WMD_ext;Tavertine;M.mat
WMD_ext;Technical Building Stone;M.dim
WMD_ext;Technological limestone;M.lim
WMD_ext;Technological sand;M.sag
WMD_ext;Tepetate;
WMD_ext;Tepojal;
WMD_ext;Teravertan;
WMD_ext;Terazzo;
WMD_ext;Teshenite;
WMD_ext;Tezontle;
WMD_ext;Tiles - granite, marble and limestone;M.dim
WMD_ext;Tin concentrate;
WMD_ext;toba;
WMD_ext;Toba puzolanica;M.abr
WMD_ext;Ton;M.coc
WMD_ext;Ton für den Zement;M.coc
WMD_ext;Ton für Ziegelwerke;M.coc
WMD_ext;Ton und Kaolin;
WMD_ext;Ton und Lehm ;M.coc
WMD_ext;Tone u. tonige Masse f. d. Ziegelherstellung;M.coc
WMD_ext;Tone und Sandtone für Ziegel;M.coc
WMD_ext;Tonerde;M.coc
WMD_ext;Torrential sand;
WMD_ext;tosca;
WMD_ext;Tourmalin gems quality;Nm.gem
WMD_ext;Tourmaline;Nm.gem
WMD_ext;Tourmaline gems grade;Nm.gem
WMD_ext;Tourmaline industrial grade;M.onm
WMD_ext;Trass;
WMD_ext;Traverten;M.mat
WMD_ext;Travertine;M.mat
WMD_ext;Travertine (dimension stone);M.dim
WMD_ext;Travertino;M.mat
WMD_ext;Triturados Pétreos;
WMD_ext;Trona;
WMD_ext;Tuff;M.ign
WMD_ext;Tuffbreccia;M.ign
WMD_ext;Tuffite;M.ign
WMD_ext;Turquoise;Nm.gem
WMD_ext;Ulexita;M.bor
WMD_ext;Umber;M.och
WMD_ext;Unix;
WMD_ext;Unwashed Kaolin;M.kao
WMD_ext;Vermiculite;M.ver
WMD_ext;Volcanic and plutonic gravels;M.ign
WMD_ext;Volcanic ashes, slag, sand;M.abr
WMD_ext;Volcanic tuff;M.ign
WMD_ext;Volcanic tuff and Zeolitic tuff;M.ign
WMD_ext;Volcanic tuffs;M.ign
WMD_ext;Volcanicas (Pomez);M.ign
WMD_ext;Volcánicas (puzolanas);M.ign
WMD_ext;Volcanites;M.ign
WMD_ext;Volcanites and Plutonites;M.ign
WMD_ext;Wallastonite;
WMD_ext;Washed Kaolin;M.kao
WMD_ext;Washed sand;M.sag
WMD_ext;Whiteware ceramic clays;M.poc
WMD_ext;Wollastonite;M.wol
WMD_ext;Writing chalk;M.cha
WMD_ext;Xenotime;
WMD_ext;Yeso;
WMD_ext;Yodo;
WMD_ext;Zement;
WMD_ext;Zeolitas;
WMD_ext;Zeolite;
WMD_ext;Zeolith;
WMD_ext;Zircon;O.Zr
