alphanumiso;country;material_id;material_name;unit_id;source_all;2016;2017;2018;2019;2020
MDG450;Madagascar;O.FeTiO3;Ilmenite;t;bgs;267962;430479;381924;461800;424000
MDG450;Madagascar;M.kao;Kaolin;t;bgs;220;220;220;220;220
MDG450;Madagascar;M.mic;Mica;t;bgs;22311;34817;48763;50000;70000
MDG450;Madagascar;Me.Ni;Nickel;t;wmd;42024;34123;33204;33887;11134
MDG450;Madagascar;O.TiO2;Rutile;t;bgs;5400;8100;5100;6000;6000
MDG450;Madagascar;M.sal;Salt nec;t;wmd;80000;80000;80000;100000;
MDG450;Madagascar;O.Zr;Zircon;t;wmd;15582;25950;22400;28500;25250
MDG450;Madagascar;Me.reo;;t;bgs;0;0;2000;2800;3200
MEX484;Mexico;Me.Sb;Antimony;t;wmd;166;240;300;289;136
MEX484;Mexico;M.bar;Barite;t;wmd;173781;359912;366234;415180;480954
MEX484;Mexico;O.Al;Bauxite;t;wmd;96000;0;0;0;0
MEX484;Mexico;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;109176;148475;264800;24321;79219
MEX484;Mexico;Me.Bi;Bismuth;t;wmd;539;513;313;291;0
MEX484;Mexico;Me.Cd;Cadmium;t;wmd;1244;1142;1307;952;978
MEX484;Mexico;Me.Cu;Copper;t;wmd;793982;742246;696580;713704;800316
MEX484;Mexico;M.fel;Feldspar;t;wmd;318169;500692;907755;516196;903385
MEX484;Mexico;O.Fe;Ferrous ore;t;bgs;18317700;17746262;21244460;26089068;26000000
MEX484;Mexico;M.flu;Fluorspar;t;wmd;659776;741678;1959654;1931532;1571269
MEX484;Mexico;M.fue;Fuller's earth;t;bgs;111713;110860;0;0;0
MEX484;Mexico;Me.Au;Gold;Kg;wmd;133552;126820;141143;133893;142787
MEX484;Mexico;M.gra;Graphite, natural;t;wmd;14200;10310;4130;2342;2033
MEX484;Mexico;M.gya;Gypsum and anhydrite;t;wmd;7697838;9197520;11275293;7759139;7977953
MEX484;Mexico;M.kao;Kaolin;t;wmd;452070;325864;898246;246645;1003889
MEX484;Mexico;Me.Pb;Lead;t;wmd;246755;243022;230869;372106;468486
MEX484;Mexico;O.MgCO3;Magnesite;t;wmd;101000;101000;101000;800;0
MEX484;Mexico;O.Mn;Manganese ore;t;bgs;549589;561612;556220;534044;565619
MEX484;Mexico;Me.Hg;Mercury;t;wmd;267;200;230;50;70
MEX484;Mexico;M.mic;Mica;t;bgs;145;145;408;595;600
MEX484;Mexico;Me.Mo;Molybdenum;t;wmd;11896;13985;20265;21694;20577
MEX484;Mexico;M.per;Perlite;t;wmd;28431;15899;26400;24497;0
MEX484;Mexico;O.P;Phosphate rock;t;bgs;3294266;2307180;741678;831737;577152
MEX484;Mexico;M.sal;Salt nec;t;wmd;10443786;9570779;9392052;8845239;
MEX484;Mexico;Me.Se;Selenium;t;wmd;121;112;107;127;106
MEX484;Mexico;Me.Ag;Silver;Kg;wmd;5474968;5815034;7243341;7485602;7424554
MEX484;Mexico;O.Sr;Strontium mineral;t;bgs;33230;40699;35489;36180;38304
MEX484;Mexico;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;17263;7129;8448;7202;29122
MEX484;Mexico;Me.W;Tungsten;t;bgs;0;0;45;15;15
MEX484;Mexico;M.ver;Vermiculite;t;wmd;310;464;244;148;104
MEX484;Mexico;M.wol;Wollastonite;t;bgs;63683;98449;145814;159498;77665
MEX484;Mexico;Me.Zn;Zinc;t;wmd;666896;671444;662355;859194;1008252
MKD807;North Macedonia;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;1968;912;2945;682;2196
MKD807;North Macedonia;Me.Cu;Copper;t;wmd;10429;8966;7718;7231;6625
MKD807;North Macedonia;M.fel;Feldspar;t;wmd;19919;21237;30813;29519;13115
MKD807;North Macedonia;Me.Au;Gold;Kg;wmd;664;972;767;593;448
MKD807;North Macedonia;M.gya;Gypsum and anhydrite;t;wmd;202582;217491;230029;267181;229322
MKD807;North Macedonia;Me.Pb;Lead;t;wmd;31030;39850;41900;43490;44930
MKD807;North Macedonia;Me.Ag;Silver;Kg;wmd;13970;16020;15060;15620;16090
MKD807;North Macedonia;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;729;478;559;0;0
MKD807;North Macedonia;Me.Zn;Zinc;t;wmd;24870;27510;29720;31040;31750
MLI466;Mali;Me.Au;Gold;Kg;wmd;46903;49622;60893;66739;71200
MLI466;Mali;O.P;Phosphate rock;t;bgs;37236;41000;46000;46000;46000
MLI466;Mali;Me.Ag;Silver;Kg;wmd;2600;2900;2844;3000;3000
MLT470;Malta;M.crs;Crushed stone;t;bgs;1551411;1426820;1682385;1739310;1436438
MLT470;Malta;M.sal;Salt nec;t;wmd;1600;1600;1600;1600;
MMR104;Myanmar;Me.Sb;Antimony;t;wmd;2000;4500;2640;4800;6600
MMR104;Myanmar;M.bar;Barite;t;wmd;2627;3206;9658;12439;2600
MMR104;Myanmar;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;600;600;540;0;500
MMR104;Myanmar;Me.Cu;Copper;t;wmd;94390;126930;179310;219200;196500
MMR104;Myanmar;Me.Au;Gold;Kg;wmd;1446;1620;467;267;871
MMR104;Myanmar;M.gya;Gypsum and anhydrite;t;wmd;245789;361015;309343;299316;240420
MMR104;Myanmar;Me.Pb;Lead;t;wmd;21600;14890;24930;35090;27290
MMR104;Myanmar;O.Mn;Manganese ore;t;bgs;293000;346000;519000;982000;634000
MMR104;Myanmar;Me.Ni;Nickel;t;bgs;22562;21828;11475;16000;22200
MMR104;Myanmar;M.sal;Salt nec;t;wmd;212041;158499;189146;213319;
MMR104;Myanmar;Me.Sn;Tin;t;wmd;61400;67300;54500;38900;33440
MMR104;Myanmar;Me.W;Tungsten;t;wmd;170;330;190;130;80
MMR104;Myanmar;Me.Zn;Zinc;t;wmd;6500;13150;12240;13680;11310
MMR104;Myanmar;Me.reo;;t;wmd;5460;10000;40800;34200;21000
MNE499;Montenegro;O.Al;Bauxite;t;wmd;667259;927847;468164;774725;791813
MNE499;Montenegro;M.crs;Crushed stone;t;bgs;184976;212697;166550;143219;163573
MNE499;Montenegro;Me.Pb;Lead;t;wmd;2500;3050;3100;3480;640
MNE499;Montenegro;M.sal;Salt nec;t;bgs;10000;10000;10000;10000;10000
MNE499;Montenegro;M.sag;Sand and gravel;t;bgs;178906;173670;159528;156612;380976
MNE499;Montenegro;Me.Zn;Zinc;t;wmd;8100;8820;10670;9520;10130
MNG496;Mongolia;Me.Cu;Copper;t;wmd;374260;314920;309750;290980;291010
MNG496;Mongolia;O.Fe;Ferrous ore;t;bgs;4936200;7694700;6225400;8572200;9224400
MNG496;Mongolia;M.flu;Fluorspar;t;wmd;248900;319330;555230;699400;678900
MNG496;Mongolia;Me.Au;Gold;Kg;wmd;18436;19849;20655;16235;20226
MNG496;Mongolia;M.gya;Gypsum and anhydrite;t;bgs;56000;56000;56000;56000;56000
MNG496;Mongolia;Me.Pb;Lead;t;wmd;4720;7390;11320;13500;12400
MNG496;Mongolia;Me.Mo;Molybdenum;t;wmd;2432;2640;2580;2490;2890
MNG496;Mongolia;M.sal;Salt nec;t;wmd;478;860;997;533;
MNG496;Mongolia;Me.Ag;Silver;Kg;wmd;84920;67190;69120;79864;77762
MNG496;Mongolia;Me.Sn;Tin;t;wmd;25;20;25;20;0
MNG496;Mongolia;Me.W;Tungsten;t;wmd;755;523;430;370;35
MNG496;Mongolia;Me.Zn;Zinc;t;wmd;50100;41350;43950;41550;38150
MOZ508;Mozambique;O.Al;Bauxite;t;wmd;1451;3182;9912;8024;6491
MOZ508;Mozambique;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;322;285;1091;77734;80189
MOZ508;Mozambique;O.Be;Beryl;t;bgs;181;53;416;100;80
MOZ508;Mozambique;Me.Au;Gold;Kg;wmd;201;166;507;430;488
MOZ508;Mozambique;M.gra;Graphite, natural;t;bgs;580;802;106773;113803;18159
MOZ508;Mozambique;O.FeTiO3;Ilmenite;t;bgs;903300;998200;958500;892900;756000
MOZ508;Mozambique;Me.Nb;Niobium;t;wmd;4.893309456;6.99044208;8.388530496;7.689486288;11.883751536
MOZ508;Mozambique;O.TiO2;Rutile;t;bgs;7800;9133;8154;8278;5957
MOZ508;Mozambique;M.sal;Salt nec;t;wmd;10127;21458;27729;28250;
MOZ508;Mozambique;Me.Ta;Tantalum;t;wmd;33.577666885;46.681146645000005;54.05185401000001;48.319081615;76.98294359
MOZ508;Mozambique;O.Zr;Zircon;t;wmd;215222;159664;202022;121768;104076
MRT478;Mauritania;Me.Cu;Copper;t;wmd;32818;28791;28137;29620;28491
MRT478;Mauritania;O.Fe;Ferrous ore;t;bgs;13268061;11813000;10710305;12196491;12515312
MRT478;Mauritania;Me.Au;Gold;Kg;wmd;7127;9096;9236;13554;14125
MRT478;Mauritania;M.gya;Gypsum and anhydrite;t;wmd;60000;80000;130000;130000;120000
MUS480;Mauritius;M.sal;Salt nec;t;wmd;500;1000;1000;1500;
MWI454;Malawi;O.Fe;Ferrous ore;t;bgs;3800;5000;2563;3000;5018
MWI454;Malawi;O.P;Phosphate rock;t;bgs;2500;1000;1594;1753;0
MYS458;Malaysia;M.bar;Barite;t;bgs;16600;16600;0;0;16000
MYS458;Malaysia;O.Al;Bauxite;t;bgs;342924;189131;589684;900561;594714
MYS458;Malaysia;M.fel;Feldspar;t;bgs;441857;412004;414441;206798;0
MYS458;Malaysia;O.Fe;Ferrous ore;t;bgs;1914232;3919632;3353634;4160462;5371411
MYS458;Malaysia;Me.Au;Gold;Kg;wmd;2249;2124;2978;3151;1716
MYS458;Malaysia;O.FeTiO3;Ilmenite;t;bgs;4316;6363;14158;2334;2548
MYS458;Malaysia;M.kao;Kaolin;t;wmd;392933;444559;496219;400722;301503
MYS458;Malaysia;Me.Mg;Magnesium;t;bgs;400;30;0;0;0
MYS458;Malaysia;O.Mn;Manganese ore;t;bgs;700717;1226106;1262725;1130749;869864
MYS458;Malaysia;M.mic;Mica;t;bgs;4716;4787;5165;4358;4083
MYS458;Malaysia;O.TiO2;Rutile;t;bgs;3810;5266;5070;5947;5136
MYS458;Malaysia;Me.Ag;Silver;Kg;wmd;1075;1404;1542;686;400
MYS458;Malaysia;Me.Ta;Tantalum;t;wmd;6.55173988;4.9138049100000005;22.112122095;1.63793497;1.63793497
MYS458;Malaysia;Me.Sn;Tin;t;wmd;4158;4819;3868;3611;2961
MYS458;Malaysia;O.Zr;Zircon;t;wmd;653;1595;509;449;450
MYS458;Malaysia;Me.reo;;t;wmd;3006;482;1076;184;70
NAM516;Namibia;Me.As;Arsenic;t;wmd;1960;700;0;0;0
NAM516;Namibia;Me.Cu;Copper;t;wmd;16391;15466;15177;14940;15741
NAM516;Namibia;Nm.dig;Diamonds, gems;ct;wmd;1494350;1713800;1985670;1722830;1428445
NAM516;Namibia;Nm.dii;Diamonds, industrial;ct;wmd;78650;90200;104510;90675;75180
NAM516;Namibia;O.Fe;Ferrous ore;t;bgs;8478;2450;3824;15646;66164
NAM516;Namibia;M.flu;Fluorspar;t;bgs;1495;0;0;0;0
NAM516;Namibia;Me.Au;Gold;Kg;wmd;7062;7800;6632;7016;6718
NAM516;Namibia;M.gra;Graphite, natural;t;bgs;0;2216;3456;0;0
NAM516;Namibia;Me.Pb;Lead;t;wmd;6800;5805;4291;6320;8890
NAM516;Namibia;O.Li;Lithium ore;t;bgs;0;0;30000;0;0
NAM516;Namibia;O.Mn;Manganese ore;t;bgs;16896;27915;23045;32145;37072
NAM516;Namibia;M.sal;Salt nec;t;wmd;835539;866586;1151153;983354;
NAM516;Namibia;Me.Ag;Silver;Kg;wmd;4702;6490;3850;7765;7520
NAM516;Namibia;Me.Sn;Tin;t;bgs;0;0;0;4;284
NAM516;Namibia;Me.U;Uranium;t;wmd;3653.1906343200003;4223.89567074;5523.8820315600005;5477.24194686;5411.945828280001
NAM516;Namibia;Me.Zn;Zinc;t;wmd;132470;131920;118310;124630;62260
NCL540;New Caledonia;Me.Co;Cobalt;t;wmd;3188;2780;2104;1703;2197
NCL540;New Caledonia;Me.Ni;Nickel;t;wmd;204207;215382;216225;208185;199697
NER562;Niger;Me.Au;Gold;Kg;wmd;999;914;6207;5224;2361
NER562;Niger;M.gya;Gypsum and anhydrite;t;bgs;0;3395;507;6211;9083
NER562;Niger;Me.Ag;Silver;Kg;bgs;239;100;64;31;12
NER562;Niger;Me.Sn;Tin;t;bgs;8;8;0;0;0
NER562;Niger;Me.U;Uranium;t;wmd;3477.6543155400004;3447.9742616400003;2911.1892868200002;2981.57341464;2990.90143158
NGA566;Nigeria;M.bar;Barite;t;wmd;537;717;387;370;544
NGA566;Nigeria;M.fel;Feldspar;t;wmd;34144;27660;41355;33702;19453
NGA566;Nigeria;O.Fe;Ferrous ore;t;bgs;1550;1550;1582;160;127
NGA566;Nigeria;M.flu;Fluorspar;t;wmd;;;;4730;17557
NGA566;Nigeria;Me.Au;Gold;Kg;wmd;7000;7000;10000;9000;1520
NGA566;Nigeria;M.gya;Gypsum and anhydrite;t;wmd;28000;39939;39052;22142;30706
NGA566;Nigeria;M.kao;Kaolin;t;bgs;24105;46935;11707;8649;7033
NGA566;Nigeria;Me.Pb;Lead;t;wmd;14500;24260;17900;23550;20100
NGA566;Nigeria;O.Li;Lithium ore;t;bgs;0;0;1267;133;130
NGA566;Nigeria;Me.Mn;Manganese;t;wmd;20330;13550;22880;1000;5850
NGA566;Nigeria;Me.Nb;Niobium;t;wmd;72.700597632;85.283393376;126.527001648;118.83751536;55.92353664
NGA566;Nigeria;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;667;1897;2668;6630;8404
NGA566;Nigeria;Me.Ta;Tantalum;t;wmd;54.05185401000001;393.1043928;188.36252155000003;98.2760982;81.8967485
NGA566;Nigeria;Me.Sn;Tin;t;wmd;3443;8260;7850;6900;5970
NGA566;Nigeria;Me.W;Tungsten;t;bgs;8;12;66;13;13
NGA566;Nigeria;Me.Zn;Zinc;t;wmd;13400;22130;26920;23310;26880
NGA566;Nigeria;O.Zr;Zircon;t;wmd;891;4086;1421;1000;242
NIC558;Nicaragua;Me.Au;Gold;Kg;wmd;8391;7367;7703;9190;7935
NIC558;Nicaragua;M.gya;Gypsum and anhydrite;t;wmd;41750;66740;70341;39925;64573
NIC558;Nicaragua;M.sal;Salt nec;t;wmd;55000;50000;50000;55000;
NIC558;Nicaragua;Me.Ag;Silver;Kg;wmd;21382;15419;11263;17362;20186
NLD528;Netherlands;Me.Cd;Cadmium;t;wmd;1000;890;960;860;880
NLD528;Netherlands;O.MgCO3;Magnesite;t;bgs;265857;282551;349000;292000;243000
NLD528;Netherlands;M.sal;Salt nec;t;wmd;6625418;6935000;6750546;5913782;
NLD528;Netherlands;M.sag;Sand and gravel;t;bgs;55900000;43600000;64800000;68600000;69000000
NOR578;Norway;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;;0;3234;0;0
NOR578;Norway;Me.Cd;Cadmium;t;wmd;335;416;380;370;344
NOR578;Norway;M.crs;Crushed stone;t;bgs;70043000;75845000;80300804;84412381;79020476
NOR578;Norway;M.fel;Feldspar;t;bgs;70015;87894;88000;88000;88000
NOR578;Norway;O.Fe;Ferrous ore;t;bgs;1757851;1622477;1700000;1600000;1600000
NOR578;Norway;M.gra;Graphite, natural;t;bgs;9600;9600;9600;9600;9000
NOR578;Norway;M.gya;Gypsum and anhydrite;t;wmd;82386;87891;89655;102100;93602
NOR578;Norway;O.FeTiO3;Ilmenite;t;bgs;630000;630000;630000;630000;630000
NOR578;Norway;Me.Mo;Molybdenum;t;wmd;1;0;0;1;1
NOR578;Norway;O.nep;Nepheline syenite;t;bgs;324000;324000;324000;324000;324000
NOR578;Norway;Me.Ni;Nickel;t;bgs;200;200;300;200;300
NOR578;Norway;M.sal;Salt nec;t;wmd;10632;10000;56000;10000;
NOR578;Norway;M.sag;Sand and gravel;t;bgs;14959000;14696000;13324347;13362555;14053691
NPL524;Nepal;O.Fe;Ferrous ore;t;bgs;0;772;396;267;0
NPL524;Nepal;M.fic;Fire, refactory and flint clay, Andalusite, kyanite and sillimanite;t;bgs;1;2;0;1;0
NPL524;Nepal;Me.Pb;Lead;t;bgs;0;3900;0;0;0
NPL524;Nepal;O.MgCO3;Magnesite;t;wmd;0;0;0;0;
NPL524;Nepal;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;1860;7096;8658;7813;2719
NRU520;Nauru;O.P;Phosphate rock;t;bgs;114350;126000;61042;81500;119498
NZL554;New Zealand;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;700;700;4482;500;500
NZL554;New Zealand;O.Fe;Ferrous ore;t;bgs;3495818;4008000;4000000;4000000;4000000
NZL554;New Zealand;Me.Au;Gold;Kg;wmd;9866;10288;10045;8217;5860
NZL554;New Zealand;M.kao;Kaolin;t;wmd;61650;50424;51369;50569;50000
NZL554;New Zealand;M.sal;Salt nec;t;wmd;102000;102000;100000;100000;
NZL554;New Zealand;Me.Ag;Silver;Kg;wmd;7960;8022;6332;4060;1393
OMN512;Oman;O.Cr;Chromium ore;t;bgs;450800;631600;884900;732600;382100
OMN512;Oman;Me.Cu;Copper;t;wmd;0;0;0;0;
OMN512;Oman;M.gya;Gypsum and anhydrite;t;wmd;7933617;8438286;9666701;10982900;10213900
OMN512;Oman;M.kao;Kaolin;t;wmd;188300;218600;110300;34100;43300
OMN512;Oman;O.Mn;Manganese ore;t;bgs;21300;33900;44700;50000;8700
OMN512;Oman;M.sal;Salt nec;t;wmd;12100;18035;11537;15003;
PAK586;Pakistan;Me.Sb;Antimony;t;wmd;21;15;20;0;17
PAK586;Pakistan;M.bar;Barite;t;wmd;157858;91711;88847;116480;55341
PAK586;Pakistan;O.Al;Bauxite;t;wmd;57024;75375;145189;92936;101047
PAK586;Pakistan;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;42038;42770;74268;49380;50000
PAK586;Pakistan;O.Cr;Chromium ore;t;bgs;230000;350000;324700;467400;460000
PAK586;Pakistan;Me.Cu;Copper;t;wmd;14136;10052;12538;13049;13200
PAK586;Pakistan;M.fel;Feldspar;t;wmd;316289;273468;151743;346236;350000
PAK586;Pakistan;O.Fe;Ferrous ore;t;bgs;432156;501664;677206;626646;620000
PAK586;Pakistan;M.flu;Fluorspar;t;wmd;9494;2263;2777;4208;4200
PAK586;Pakistan;M.fue;Fuller's earth;t;bgs;13740;18185;9188;12529;12000
PAK586;Pakistan;M.gra;Graphite, natural;t;bgs;360;0;1840;0;0
PAK586;Pakistan;M.gya;Gypsum and anhydrite;t;wmd;1871716;2079629;2475893;2517825;2149873
PAK586;Pakistan;M.kao;Kaolin;t;wmd;20726;28710;19483;20756;14000
PAK586;Pakistan;Me.Pb;Lead;t;wmd;1196;3050;4820;8090;7094
PAK586;Pakistan;O.MgCO3;Magnesite;t;wmd;35228;19656;23596;42996;16165
PAK586;Pakistan;Me.Mn;Manganese;t;wmd;20;430;50;390;400
PAK586;Pakistan;O.P;Phosphate rock;t;bgs;115140;61677;68541;83044;80000
PAK586;Pakistan;M.sal;Salt nec;t;wmd;3867325;3806888;3647584;4108929;
PAK586;Pakistan;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;125985;152279;141504;156935;150009
PAK586;Pakistan;Me.U;Uranium;t;wmd;44.944081620000006;44.944081620000006;44.944081620000006;44.944081620000006;44.944081620000006
PAK586;Pakistan;Me.Zn;Zinc;t;wmd;7700;19460;26980;37365;35054
PAN591;Panama;Me.Cu;Copper;t;bgs;0;0;0;147480;205548
PAN591;Panama;Me.Au;Gold;Kg;wmd;0;0;0;1869;2633
PAN591;Panama;M.sal;Salt nec;t;wmd;23470;18590;17281;27389;
PAN591;Panama;Me.Ag;Silver;Kg;bgs;0;0;0;35217;49627
PER604;Peru;Me.Sb;Antimony;t;wmd;0;0;0;0;
PER604;Peru;Me.As;Arsenic;t;bgs;17610.84425478;16904.198904285;15456.82563012;18870.384681225;14401.02325221
PER604;Peru;M.bar;Barite;t;wmd;7953;9182;15621;16373;5242
PER604;Peru;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;19410;756;2383;46887;25532
PER604;Peru;Me.Bi;Bismuth;t;bgs;188;124;145;73;74
PER604;Peru;Me.Cd;Cadmium;t;wmd;820;797;765;772;451
PER604;Peru;Me.Cu;Copper;t;wmd;2353859;2445585;2437035;2455440;2150126
PER604;Peru;M.fel;Feldspar;t;wmd;16630;14930;31588;29134;24132
PER604;Peru;O.Fe;Ferrous ore;t;bgs;7663124;8806452;9533871;10120007;8893972
PER604;Peru;Me.Au;Gold;Kg;wmd;153006;151964;140211;128413;88054
PER604;Peru;M.gya;Gypsum and anhydrite;t;wmd;257423;286657;458479;254382;171093
PER604;Peru;Me.In;Indium;t;bgs;10;10;11;12;10
PER604;Peru;M.kao;Kaolin;t;wmd;19098;17700;16004;9208;12536
PER604;Peru;Me.Pb;Lead;t;wmd;314422;306784;289123;308116;241548
PER604;Peru;O.Mn;Manganese ore;t;bgs;2650;2500;46400;41800;22500
PER604;Peru;Me.Mo;Molybdenum;t;wmd;25757;28141;28034;30441;32185
PER604;Peru;O.P;Phosphate rock;t;bgs;10561111;8450379;10308276;11091502;8594180
PER604;Peru;M.sal;Salt nec;t;wmd;1450415;1481398;1509564;1266347;
PER604;Peru;Me.Se;Selenium;t;wmd;45;50;55;60;53
PER604;Peru;Me.Ag;Silver;Kg;wmd;4375337;4417987;4160162;3860306;2723879
PER604;Peru;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;29379;42123;47309;43974;37938
PER604;Peru;Me.Sn;Tin;t;wmd;18789;17790;18601;19853;20647
PER604;Peru;Me.W;Tungsten;t;wmd;154;0;0;0;0
PER604;Peru;Me.Zn;Zinc;t;wmd;1337081;1473073;1474674;1404382;1334570
PHL608;Philippines;M.ben;Bentonite, sepiolite and attapulgite;t;bgs;3361;1249;658;650;650
PHL608;Philippines;O.Cr;Chromium ore;t;bgs;25745;20849;50650;36423;35112
PHL608;Philippines;Me.Co;Cobalt;t;wmd;3500;3700;3600;3750;3600
PHL608;Philippines;Me.Cu;Copper;t;wmd;83649;68156;69933;71892;60856
PHL608;Philippines;M.fel;Feldspar;t;wmd;46630;47000;47000;47000;47000
PHL608;Philippines;O.Fe;Ferrous ore;t;bgs;17088;0;0;0;42795
PHL608;Philippines;Me.Au;Gold;Kg;wmd;23053;22749;20765;20646;17564
PHL608;Philippines;M.kao;Kaolin;t;wmd;10059;10000;10000;10000;10000
PHL608;Philippines;O.MgCO3;Magnesite;t;bgs;10310;200;140;140;140
PHL608;Philippines;Me.Ni;Nickel;t;wmd;300506;339377;344966;323325;328372
PHL608;Philippines;M.per;Perlite;t;bgs;14460;40789;9696;6608;10000
PHL608;Philippines;O.P;Phosphate rock;t;bgs;8689;859;2736;3000;3000
PHL608;Philippines;M.sal;Salt nec;t;wmd;1238610;1250000;1000000;800000;
PHL608;Philippines;Me.Se;Selenium;t;wmd;90;100;100;100;100
PHL608;Philippines;Me.Ag;Silver;Kg;wmd;35186;31737;29782;31267;24024
PNG598;Papua New Guinea;O.Cr;Chromium ore;t;bgs;0;90121;92139;112749;113000
PNG598;Papua New Guinea;Me.Co;Cobalt;t;wmd;2187;3307;3275;2915;2941
PNG598;Papua New Guinea;Me.Cu;Copper;t;wmd;80022;105448;96277;99432;82841
PNG598;Papua New Guinea;Me.Au;Gold;Kg;wmd;61785;61678;67282;71050;52510
PNG598;Papua New Guinea;Me.Ni;Nickel;t;wmd;22234;34664;35354;33091;33659
PNG598;Papua New Guinea;Me.Ag;Silver;Kg;wmd;95879;69650;113890;162630;130635
POL616;Poland;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;1000;0;560;500;920
POL616;Poland;Me.Cd;Cadmium;t;wmd;200;309;305;199;80
POL616;Poland;Me.Cu;Copper;t;wmd;424276;419300;401300;398900;392700
POL616;Poland;M.crs;Crushed stone;t;bgs;59448000;67617000;80161000;81562000;76286654
POL616;Poland;M.fel;Feldspar;t;wmd;88140;91200;71480;42160;29440
POL616;Poland;Me.Au;Gold;Kg;wmd;402;572;523;674;878
POL616;Poland;M.gya;Gypsum and anhydrite;t;wmd;1043000;1108000;1042000;1065000;1057000
POL616;Poland;M.kao;Kaolin;t;wmd;299830;284650;310850;317190;292940
POL616;Poland;Me.Pb;Lead;t;wmd;43060;39000;40210;48510;46790
POL616;Poland;O.MgCO3;Magnesite;t;wmd;77920;101920;102110;91490;65250
POL616;Poland;Me.Mo;Molybdenum;t;bgs;1320;1220;1190;1230;1210
POL616;Poland;Me.Ni;Nickel;t;wmd;770;720;660;755;710
POL616;Poland;Me.Pd;Palladium;Kg;wmd;30;7;5;5;4
POL616;Poland;Me.Pt;Platinum;Kg;wmd;50;11;8;8;6
POL616;Poland;Me.Re;Rhenium;Kg;wmd;6443;7564;6290;5770;6580
POL616;Poland;M.sal;Salt nec;t;wmd;4079000;4660000;4125000;4063000;
POL616;Poland;M.sag;Sand and gravel;t;bgs;173175000;186296000;197005000;182811000;180243000
POL616;Poland;Me.Se;Selenium;t;wmd;82;74;66;76;74
POL616;Poland;Me.Ag;Silver;Kg;wmd;1264659;1289900;1264300;1249000;1218000
POL616;Poland;Me.Zn;Zinc;t;wmd;61000;50000;43000;40000;43000
PRK408;North Korea;M.bar;Barite;t;wmd;9000;4200;4200;4000;4000
PRK408;North Korea;Me.Cd;Cadmium;t;wmd;200;200;200;150;150
PRK408;North Korea;Me.Cu;Copper;t;bgs;12600;1800;2000;2000;2000
PRK408;North Korea;O.Fe;Ferrous ore;t;bgs;4280000;4473000;3500000;3000000;2500000
PRK408;North Korea;M.flu;Fluorspar;t;wmd;4525;6900;6900;6900;6900
PRK408;North Korea;Me.Au;Gold;Kg;wmd;10000;10000;10000;10000;10000
PRK408;North Korea;M.gra;Graphite, natural;t;wmd;47000;50000;45000;45000;45000
PRK408;North Korea;Me.Pb;Lead;t;bgs;32116;32621;20000;25000;25000
PRK408;North Korea;O.MgCO3;Magnesite;t;bgs;160935;172488;170000;170000;150000
PRK408;North Korea;Me.Mo;Molybdenum;t;wmd;440;480;560;530;100
PRK408;North Korea;Nm.PO;Phosphate and Phosphorus oxides;t;wmd;95000;95000;95000;95000;
PRK408;North Korea;M.sal;Salt nec;t;wmd;500000;500000;500000;500000;
PRK408;North Korea;Me.Ag;Silver;Kg;wmd;50000;70000;70000;50000;50000
PRK408;North Korea;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;40000;40000;40000;40000;30000
PRK408;North Korea;Me.W;Tungsten;t;wmd;50;310;1410;1130;410
PRK408;North Korea;Me.Zn;Zinc;t;bgs;66469;35671;35000;30000;28000
PRT620;Portugal;Me.Cu;Copper;t;wmd;74352;63812;49064;41553;32230
PRT620;Portugal;M.crs;Crushed stone;t;bgs;25939048;28789458;30620462;32134534;35063333
PRT620;Portugal;M.fel;Feldspar;t;wmd;132105;126211;130475;106754;122969
PRT620;Portugal;M.gya;Gypsum and anhydrite;t;bgs;255026;152059;232921;209076;210231
PRT620;Portugal;M.kao;Kaolin;t;wmd;283571;307982;374029;311677;320655
PRT620;Portugal;Me.Pb;Lead;t;wmd;4126;5164;19440;27852;28178
PRT620;Portugal;O.Li;Lithium ore;t;bgs;40758;65743;76818;59912;23185
PRT620;Portugal;M.sal;Salt nec;t;wmd;6092;7800;6201;0;
PRT620;Portugal;M.sag;Sand and gravel;t;bgs;5753545;6526376;8370573;10187542;10784029
PRT620;Portugal;Me.Ag;Silver;Kg;wmd;38631;40186;90760;95270;95954
PRT620;Portugal;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;11699;13600;10144;12901;9751
PRT620;Portugal;Me.Sn;Tin;t;wmd;54;81;111;108;104
