alphanumiso;material_id;Concentration;UsedSource;CountryID;CommodityID
MEX484;Me.Sb;0.05;120;MX;8
MEX484;Me.Cu;0.0066;22;MX;17
MEX484;Me.Au;1.20E-06;22;MX;20
MEX484;Me.Mn;0.36;82;MX;25
MEX484;Me.Hg;0.0105;99;MX;26
MEX484;Me.Mo;3.00E-04;86;MX;27
MEX484;Me.Ag;3.00E-04;106;MX;34
MEX484;Me.Sn;0.015;99;MX;37
MEX484;Me.W;0.00515;99;MX;39
MYS458;Me.Fe;0.428888889;250;MY;7
MYS458;Me.Sb;0.05;"120";MY;8
MYS458;Me.Al;0.38575;250;MY;10
MYS458;Me.Cu;0.0052;"9";MY;17
MYS458;Me.Au;1.00E-05;120;MY;20
MYS458;Me.Mn;0.357;8;MY;25
MYS458;Me.Ce;0.05;50;MY;31
MYS458;Me.Dy;0.05;50;MY;31
MYS458;Me.Er;0.05;50;MY;31
MYS458;Me.Eu;0.05;50;MY;31
MYS458;Me.Gd;0.05;50;MY;31
MYS458;Me.Ho;0.05;50;MY;31
MYS458;Me.La;0.05;50;MY;31
MYS458;Me.Lu;0.05;50;MY;31
MYS458;Me.Nd;0.05;50;MY;31
MYS458;Me.Pr;0.05;50;MY;31
MYS458;Me.Pm;0.05;50;MY;31
MYS458;Me.Sm;0.05;50;MY;31
MYS458;Me.Sc;0.05;50;MY;31
MYS458;Me.Tb;0.05;50;MY;31
MYS458;Me.Tm;0.05;50;MY;31
MYS458;Me.Yb;0.05;50;MY;31
MYS458;Me.Y;0.05;50;MY;31
MYS458;Me.Ag;3.00E-04;106;MY;34
MYS458;Me.Sn;0.003;120;MY;37
MYS458;Me.W;0.00515;"99";MY;39
MOZ508;Me.Al;0.6;26;MZ;10
MOZ508;Me.Be;0.12;26;MZ;11
MOZ508;Me.Cu;0.0078;"9";MZ;17
MOZ508;Me.Au;4.00E-06;106;MZ;20
DDR278;Me.Cu;0.0099;9;NA;17
DEU280;Me.Cu;0.0099;9;NA;17
NAM516;Me.Cu;0.0099;9;NA;17
YEM886;Me.Cu;0.0099;9;NA;17
YMD720;Me.Cu;0.0099;9;NA;17
BLGLUX;Me.Cu;0.0099;9;NA;17
DDR278;Me.Au;4.00E-06;106;NA;20
DEU280;Me.Au;4.00E-06;106;NA;20
NAM516;Me.Au;4.00E-06;106;NA;20
YEM886;Me.Au;4.00E-06;106;NA;20
YMD720;Me.Au;4.00E-06;106;NA;20
BLGLUX;Me.Au;4.00E-06;106;NA;20
DDR278;Me.Mn;0.329183333;250;NA;25
DEU280;Me.Mn;0.329183333;250;NA;25
NAM516;Me.Mn;0.329183333;250;NA;25
YEM886;Me.Mn;0.329183333;250;NA;25
YMD720;Me.Mn;0.329183333;250;NA;25
BLGLUX;Me.Mn;0.329183333;250;NA;25
DDR278;Me.Ag;3.00E-04;106;NA;34
DEU280;Me.Ag;3.00E-04;106;NA;34
NAM516;Me.Ag;3.00E-04;106;NA;34
YEM886;Me.Ag;3.00E-04;106;NA;34
YMD720;Me.Ag;3.00E-04;106;NA;34
BLGLUX;Me.Ag;3.00E-04;106;NA;34
DDR278;Me.Sn;0.015;"99";NA;37
DEU280;Me.Sn;0.015;"99";NA;37
NAM516;Me.Sn;0.015;"99";NA;37
YEM886;Me.Sn;0.015;"99";NA;37
YMD720;Me.Sn;0.015;"99";NA;37
BLGLUX;Me.Sn;0.015;"99";NA;37
DDR278;Me.W;0.00515;"99";NA;39
DEU280;Me.W;0.00515;"99";NA;39
NAM516;Me.W;0.00515;"99";NA;39
YEM886;Me.W;0.00515;"99";NA;39
YMD720;Me.W;0.00515;"99";NA;39
BLGLUX;Me.W;0.00515;"99";NA;39
DDR278;Me.U;0.002;106;NA;40
DEU280;Me.U;0.002;106;NA;40
NAM516;Me.U;0.002;106;NA;40
YEM886;Me.U;0.002;106;NA;40
YMD720;Me.U;0.002;106;NA;40
BLGLUX;Me.U;0.002;106;NA;40
DDR278;Nm.dig;1.28E-07;250;NA;74
DEU280;Nm.dig;1.28E-07;250;NA;74
NAM516;Nm.dig;1.28E-07;250;NA;74
YEM886;Nm.dig;1.28E-07;250;NA;74
YMD720;Nm.dig;1.28E-07;250;NA;74
BLGLUX;Nm.dig;1.28E-07;250;NA;74
NCL540;Me.Ni;0.025;106;NC;28
NER562;Me.Au;4.00E-06;106;NE;20
NER562;Me.Mo;0.0019;"52";NE;27
NER562;Me.Ag;3.00E-04;106;NE;34
NER562;Me.Sn;0.015;99;NE;37
NER562;Me.U;0.002;106;NE;40
NER562;Nm.S;0.1;250;NE;89
NGA566;Me.Fe;0.5618;250;NG;7
NGA566;Me.Au;4.00E-06;106;NG;20
NGA566;Me.Ce;0.05;50;NG;31
NGA566;Me.Dy;0.05;50;NG;31
NGA566;Me.Er;0.05;50;NG;31
NGA566;Me.Eu;0.05;50;NG;31
NGA566;Me.Gd;0.05;50;NG;31
NGA566;Me.Ho;0.05;50;NG;31
NGA566;Me.La;0.05;50;NG;31
NGA566;Me.Lu;0.05;50;NG;31
NGA566;Me.Nd;0.05;50;NG;31
NGA566;Me.Pr;0.05;50;NG;31
NGA566;Me.Pm;0.05;50;NG;31
NGA566;Me.Sm;0.05;50;NG;31
NGA566;Me.Sc;0.05;50;NG;31
NGA566;Me.Tb;0.05;50;NG;31
NGA566;Me.Tm;0.05;50;NG;31
NGA566;Me.Yb;0.05;50;NG;31
NGA566;Me.Y;0.05;50;NG;31
NGA566;Me.Sn;0.015;99;NG;37
NIC558;Me.Au;3.20E-06;66;NI;20
NIC558;Me.Ag;3.00E-04;106;NI;34
NOR578;Me.Fe;0.33;85;NO;7
NOR578;Me.Cu;0.00905;229;NO;17
NZL554;Me.Fe;0.297;99;NZ;7
NZL554;Me.Au;4.00E-06;106;NZ;20
NZL554;Me.Ag;3.00E-04;106;NZ;34
NZL554;Me.W;0.00515;"99";NZ;39
OMN512;Me.Cr;0.406545455;250;OM;15
OMN512;Me.Cu;0.0052;17;OM;17
OMN512;Me.Au;1.00E-05;120;OM;20
OMN512;Me.Ag;3.00E-04;106;OM;34
PAN591;Me.Au;3.20E-06;250;PA;20
PAN591;Me.Ag;3.00E-04;106;PA;34
PER604;Me.Fe;0.605;6;PE;7
PER604;Me.Sb;0.05;120;PE;8
PER604;Me.Cu;0.018;6;PE;17
PER604;Me.Au;2.27E-06;63;PE;20
PER604;Me.Ag;3.00E-04;106;PE;34
PER604;Me.Sn;0.00238;43;PE;37
PER604;Me.W;0.0098;0;PE;39
PNG598;Me.Cu;0.0052;9;PG;17
PNG598;Me.Au;1.00E-05;120;PG;20
PNG598;Me.Ni;0.03;"120";PG;28
PNG598;Me.Ag;3.00E-04;106;PG;34
PHL608;Me.Fe;0.46;6;PH;7
PHL608;Me.Cr;0.31;38;PH;15
PHL608;Me.Cu;0.0046;42;PH;17
PHL608;Me.Au;1.00E-05;120;PH;20
PHL608;Me.Mn;0.357;8;PH;25
PHL608;Me.Mo;0.0019;"52";PH;27
PHL608;Me.Ni;0.0125;106;PH;28
PHL608;Me.Ag;3.00E-04;106;PH;34
PAK586;Me.Fe;0.428888889;250;PK;7
PAK586;Me.Sb;0.05;120;PK;8
PAK586;Me.Al;0.38575;250;PK;10
PAK586;Me.Cr;0.406545455;250;PK;15
PAK586;Me.Cu;0.0052;9;PK;17
PAK586;Me.U;0.002;106;PK;40
POL616;Me.Cu;0.0074;42;PL;17
POL616;Me.Au;4.00E-06;89;PL;20
POL616;Me.Ni;0.03;"120";PL;28
POL616;Me.Ir;1.00E-05;"120";PL;30
POL616;Me.Os;1.00E-05;"120";PL;30
POL616;Me.Pd;1.00E-05;"120";PL;30
POL616;Me.Pt;1.00E-05;"120";PL;30
POL616;Me.Rh;1.00E-05;"120";PL;30
POL616;Me.Ru;1.00E-05;"120";PL;30
POL616;Me.Ag;3.00E-04;106;PL;34
POL616;Nm.S;0.1;250;PL;89
PRT620;Me.Fe;0.3883;105;PT;7
PRT620;Me.Au;2.86E-06;"106";PT;20
PRT620;Me.Li;0.02;120;PT;23
PRT620;Me.Sn;0.0184;221;PT;37
PRT620;Me.W;0.00515;99;PT;39
PRT620;Me.U;1.20E-04;106;PT;40
ROU642;Me.Fe;0.26;21;RO;7
ROU642;Me.Sb;0.05;"120";RO;8
ROU642;Me.Cu;0.0035;21;RO;17
ROU642;Me.Au;1.00E-05;120;RO;20
ROU642;Me.Mn;0.357;8;RO;25
ROU642;Me.Ag;3.00E-04;106;RO;34
ROU642;Me.U;0.002;106;RO;40
SRB688;Me.Al;0.353666667;250;RS;10
SRB688;Me.Cu;0.0041;21;RS;17
SRB688;Me.Au;6.00E-06;21;RS;20
SRB688;Me.Ni;0.012;21;RS;28
SRB688;Me.Ir;1.00E-05;"120";RS;30
SRB688;Me.Os;1.00E-05;"120";RS;30
SRB688;Me.Pd;1.00E-05;"120";RS;30
SRB688;Me.Pt;1.00E-05;"120";RS;30
SRB688;Me.Rh;1.00E-05;"120";RS;30
SRB688;Me.Ru;1.00E-05;"120";RS;30
SRB688;Me.Ag;3.00E-04;106;RS;34
RUS643;Me.Fe;0.36;25;RU;7
RUS643;Me.Al;0.5;25;RU;10
RUS643;Me.Cr;0.43;3;RU;15
RUS643;Me.Cu;0.016;89;RU;17
RUS643;Me.Au;4.00E-06;89;RU;20
RUS643;Me.Mn;0.215;89;RU;25
RUS643;Me.Mo;6.90E-04;0;RU;27
RUS643;Me.Ce;0.05;50;RU;31
RUS643;Me.Dy;0.05;50;RU;31
RUS643;Me.Er;0.05;50;RU;31
RUS643;Me.Eu;0.05;50;RU;31
RUS643;Me.Gd;0.05;50;RU;31
RUS643;Me.Ho;0.05;50;RU;31
RUS643;Me.La;0.05;50;RU;31
RUS643;Me.Lu;0.05;50;RU;31
RUS643;Me.Nd;0.05;50;RU;31
RUS643;Me.Pr;0.05;50;RU;31
RUS643;Me.Pm;0.05;50;RU;31
RUS643;Me.Sm;0.05;50;RU;31
RUS643;Me.Sc;0.05;50;RU;31
RUS643;Me.Tb;0.05;50;RU;31
RUS643;Me.Tm;0.05;50;RU;31
RUS643;Me.Yb;0.05;50;RU;31
RUS643;Me.Y;0.05;50;RU;31
RUS643;Me.Ag;5.06E-04;0;RU;34
RUS643;Me.Sn;0.015;99;RU;37
RUS643;Me.W;0.00165;25;RU;39
RUS643;Me.U;0.0024;25;RU;40
RUS643;Nm.dig;6.98E-07;250;RU;74
RUS643;Me.K2O;0.45;251;RU;86
RUS643;Nm.S;0.1;250;RU;89
RWA646;Me.Au;4.00E-06;"106";RW;20
RWA646;Me.Sn;0.015;99;RW;37
RWA646;Me.W;0.00515;99;RW;39
SAU682;Me.Cu;0.0052;9;SA;17
SAU682;Me.Au;1.00E-05;120;SA;20
SAU682;Me.Ag;3.00E-04;106;SA;34
SLB090;Me.Au;4.00E-06;106;SB;20
SLB090;Me.Ag;3.00E-04;106;SB;34
SDN729;Me.Cr;0.373;3;SD;15
SDN736;Me.Cr;0.373;3;SD;15
SDN729;Me.Au;4.00E-06;106;SD;20
SDN736;Me.Au;4.00E-06;106;SD;20
SDN729;Me.Mn;0.325;119;SD;25
SDN736;Me.Mn;0.325;119;SD;25
SDN729;Me.Ag;3.00E-04;106;SD;34
SDN736;Me.Ag;3.00E-04;106;SD;34
SWE752;Me.Fe;0.6;52;SE;7
SWE752;Me.Cu;0.0038;47;SE;17
SWE752;Me.Au;3.00E-06;47;SE;20
SWE752;Me.W;0.00515;"99";SE;39
SVN705;Me.Hg;0.0105;"99";SI;26
SVK703;Me.Fe;0.365511111;250;SK;7
SVK703;Me.Cu;0.0074;"42";SK;17
SVK703;Me.Au;1.00E-05;120;SK;20
SVK703;Me.Ag;3.00E-04;106;SK;34
SLE694;Me.Fe;0.46;6;SL;7
SLE694;Me.Al;0.6;250;SL;10
SLE694;Me.Au;4.00E-06;106;SL;20
SLE694;Nm.dig;1.28E-07;250;SL;74
SLE694;Nm.dii;1.28E-07;250;SL;75
SEN686;Me.Au;4.00E-06;106;SN;20
SUR740;Me.Al;0.5;2;SR;10
SUR740;Me.Au;7.50E-05;90;SR;20
SUN810;Me.Fe;0.428888889;250;SU;7
SUN810;Me.Al;0.38575;250;SU;10
SUN810;Me.Sb;0.01;89;SU;8
SUN810;Me.Cr;0.43;3;SU;15
SUN810;Me.Cu;0.016;89;SU;17
SUN810;Me.Au;4.00E-06;89;SU;20
SUN810;Me.Li;0.005;97;SU;23
SUN810;Me.Mn;0.215;89;SU;25
SUN810;Me.Hg;0.0105;99;SU;26
SUN810;Me.Mo;6.90E-04;25;SU;27
SUN810;Me.Ir;1.00E-05;89;SU;30
SUN810;Me.Os;1.00E-05;89;SU;30
SUN810;Me.Pd;1.00E-05;89;SU;30
SUN810;Me.Pt;1.00E-05;89;SU;30
SUN810;Me.Rh;1.00E-05;89;SU;30
SUN810;Me.Ru;1.00E-05;89;SU;30
SUN810;Me.Ce;0.03;50;SU;31
SUN810;Me.Dy;0.03;50;SU;31
SUN810;Me.Er;0.03;50;SU;31
SUN810;Me.Eu;0.03;50;SU;31
SUN810;Me.Gd;0.03;50;SU;31
SUN810;Me.Ho;0.03;50;SU;31
SUN810;Me.La;0.03;50;SU;31
SUN810;Me.Lu;0.03;50;SU;31
SUN810;Me.Nd;0.03;50;SU;31
SUN810;Me.Pr;0.03;50;SU;31
SUN810;Me.Pm;0.03;50;SU;31
SUN810;Me.Sm;0.03;50;SU;31
SUN810;Me.Sc;0.03;50;SU;31
SUN810;Me.Tb;0.03;50;SU;31
SUN810;Me.Tm;0.03;50;SU;31
SUN810;Me.Yb;0.03;50;SU;31
SUN810;Me.Y;0.03;50;SU;31
SUN810;Me.Ag;5.06E-04;25;SU;34
SUN810;Me.Sn;0.02;99;SU;37
SUN810;Me.W;0.00165;25;SU;39
SUN810;Me.U;0.0024;25;SU;40
SUN810;Nm.dig;6.98E-07;250;SU;74
SUN810;Nm.dii;6.98E-07;250;SU;75
SUN810;Me.K2O;0.45;251;SU;86
SUN810;Nm.S;0.1;250;SU;89
SLV222;Me.Au;4.00E-06;"106";SV;20
SLV222;Me.Ag;3.00E-04;"106";SV;34
SWZ748;Nm.dig;1.28E-07;250;SZ;74
SWZ748;Nm.dii;1.28E-07;250;SZ;75
TCD148;Me.Au;4.00E-06;"106";TD;20
TGO768;Me.Au;4.00E-06;106;TG;20
TGO768;Nm.dii;1.28E-07;250;TG;75
THA764;Me.Fe;0.46;6;TH;7
THA764;Me.Sb;0.05;120;TH;8
THA764;Me.Au;1.00E-05;120;TH;20
THA764;Me.Mn;0.3573;8;TH;25
THA764;Me.Ce;0.05;50;TH;31
THA764;Me.Dy;0.05;50;TH;31
THA764;Me.Er;0.05;50;TH;31
THA764;Me.Eu;0.05;50;TH;31
THA764;Me.Gd;0.05;50;TH;31
THA764;Me.Ho;0.05;50;TH;31
THA764;Me.La;0.05;50;TH;31
THA764;Me.Lu;0.05;50;TH;31
THA764;Me.Nd;0.05;50;TH;31
THA764;Me.Pr;0.05;50;TH;31
THA764;Me.Pm;0.05;50;TH;31
THA764;Me.Sm;0.05;50;TH;31
THA764;Me.Sc;0.05;50;TH;31
THA764;Me.Tb;0.05;50;TH;31
THA764;Me.Tm;0.05;50;TH;31
THA764;Me.Yb;0.05;50;TH;31
THA764;Me.Y;0.05;50;TH;31
THA764;Me.Ag;3.00E-04;106;TH;34
THA764;Me.Sn;0.015;99;TH;37
THA764;Me.W;0.00515;99;TH;39
TJK762;Me.Sb;0.05;120;TJ;8
TJK762;Me.Au;3.20E-06;92;TJ;20
TJK762;Me.Hg;0.0105;99;TJ;26
TJK762;Me.Ag;3.00E-04;"106";TJ;34
TJK762;Me.W;0.0047;"26";TJ;39
TKM795;Nm.S;0.1;250;TM;89
TUN788;Me.Fe;0.5618;250;TN;7
TUN788;Me.Ag;3.00E-04;106;TN;34
TUR792;Me.Fe;0.54;99;TR;7
TUR792;Me.Al;0.205;38;TR;10
TUR792;Me.Sb;0.05;120;TR;8
TUR792;Me.Cr;0.38;3;TR;15
TUR792;Me.Cu;0.016;99;TR;17
TUR792;Me.Au;1.00E-05;120;TR;20
TUR792;Me.Mn;0.35;99;TR;25
TUR792;Me.Hg;0.03;"120";TR;26
TUR792;Me.Mo;0.0019;"52";TR;27
TUR792;Me.Ni;0.015271429;250;TR;28
TUR792;Me.Ag;3.00E-04;106;TR;34
TUR792;Me.W;0.00515;"99";TR;39
TZA834;Me.Al;0.6;250;TZ;10
TZA834;Me.Au;4.00E-06;106;TZ;20
TZA834;Me.Ag;3.00E-04;106;TZ;34
TZA834;Nm.dig;6.53E-08;250;TZ;74
TZA834;Nm.dii;6.53E-08;250;TZ;75
UKR804;Me.Fe;0.25;12;UA;7
UKR804;Me.Au;4.00E-06;89;UA;20
UKR804;Me.Mn;0.239;95;UA;25
UKR804;Me.Ni;0.008;95;UA;28
UKR804;Me.U;0.0024;25;UA;40
UKR804;Me.K2O;0.45;251;UA;86
UKR804;Nm.S;0.1;250;UA;89
UGA800;Me.Fe;0.5618;250;UG;7
UGA800;Me.Co;0.003;120;UG;16
UGA800;Me.Au;4.00E-06;106;UG;20
UGA800;Me.Sn;0.015;99;UG;37
UGA800;Me.W;0.00515;99;UG;39
USA840;Me.Fe;0.28;6;US;7
USA840;Me.Al;0.431928571;250;US;10
USA840;Me.Sb;0.05;120;US;8
USA840;Me.Cu;0.0038;99;US;17
USA840;Me.Au;1.10E-06;255;US;20
USA840;Me.Li;0.07;40;US;23
USA840;Me.Mn;0.225;106;US;25
USA840;Me.Hg;0.0105;99;US;26
USA840;Me.Ni;0.025;106;US;28
USA840;Me.Ir;2.40E-05;99;US;30
USA840;Me.Os;2.40E-05;99;US;30
USA840;Me.Pd;2.40E-05;99;US;30
USA840;Me.Pt;2.40E-05;99;US;30
USA840;Me.Rh;2.40E-05;99;US;30
USA840;Me.Ru;2.40E-05;99;US;30
USA840;Me.Ce;0.03;50;US;31
USA840;Me.Dy;0.03;50;US;31
USA840;Me.Er;0.03;50;US;31
USA840;Me.Eu;0.03;50;US;31
USA840;Me.Gd;0.03;50;US;31
USA840;Me.Ho;0.03;50;US;31
USA840;Me.La;0.03;50;US;31
USA840;Me.Lu;0.03;50;US;31
USA840;Me.Nd;0.03;50;US;31
USA840;Me.Pr;0.03;50;US;31
USA840;Me.Pm;0.03;50;US;31
USA840;Me.Sm;0.03;50;US;31
USA840;Me.Sc;0.03;50;US;31
USA840;Me.Tb;0.03;50;US;31
USA840;Me.Tm;0.03;50;US;31
USA840;Me.Yb;0.03;50;US;31
USA840;Me.Y;0.03;50;US;31
USA840;Me.Sn;0.00151;43;US;37
USA840;Me.W;0.00515;99;US;39
USA840;Me.U;0.002;106;US;40
USA840;Me.K2O;0.45;251;US;86
URY858;Me.Fe;0.4;96;UY;7
URY858;Me.Au;2.60E-06;15;UY;20
UZB860;Me.Cu;0.0045;97;UZ;17
UZB860;Me.Au;7.00E-06;97;UZ;20
UZB860;Me.Mo;4.50E-05;0;UZ;27
UZB860;Me.Ag;3.00E-04;106;UZ;34
UZB860;Me.W;0.0047;26;UZ;39
UZB860;Me.U;0.0012;80;UZ;40
VEN862;Me.Fe;0.46;98;VE;7
VEN862;Me.Al;0.485;2;VE;10
VEN862;Me.Au;1.30E-06;98;VE;20
VEN862;Me.Ni;0.0198;0;VE;28
VEN862;Nm.dig;3.01E-07;250;VE;74
VEN862;Nm.dii;3.01E-07;250;VE;75
VNM704;Me.Fe;0.428888889;250;VN;7
VNM704;Me.Al;0.38575;250;VN;10
VNM704;Me.Cr;0.406545455;250;VN;15
VNM704;Me.Cu;0.0052;9;VN;17
VNM704;Me.Au;1.00E-05;120;VN;20
VNM704;Me.Sn;0.015;99;VN;37
VNM704;Me.W;0.00515;"99";VN;39
YUG890;Me.Fe;0.46;6;YU;7
YUG890;Me.Cu;0.00640625;250;YU;17
YUG890;Me.Au;6.00E-06;21;YU;20
YUG890;Me.Mn;0.18;21;YU;25
YUG890;Me.Hg;0.03;120;YU;26
YUG890;Me.Ag;3.00E-04;106;YU;34
YUG890;Me.U;0.002;106;YU;40
ZAF710;Me.Fe;0.633;99;ZA;7
ZAF710;Me.Cr;0.44;3;ZA;15
ZAF710;Me.Cu;0.01;255;ZA;17
ZAF710;Me.Au;4.52E-06;255;ZA;20
ZAF710;Me.Mn;0.4393;119;ZA;25
ZAF710;Me.Ir;1.00E-05;120;ZA;30
ZAF710;Me.Os;1.00E-05;120;ZA;30
ZAF710;Me.Pd;1.00E-05;120;ZA;30
ZAF710;Me.Pt;1.00E-05;120;ZA;30
ZAF710;Me.Rh;1.00E-05;120;ZA;30
ZAF710;Me.Ru;1.00E-05;120;ZA;30
ZAF710;Me.Ce;0.05;50;ZA;31
ZAF710;Me.Dy;0.05;50;ZA;31
ZAF710;Me.Er;0.05;50;ZA;31
ZAF710;Me.Eu;0.05;50;ZA;31
ZAF710;Me.Gd;0.05;50;ZA;31
ZAF710;Me.Ho;0.05;50;ZA;31
ZAF710;Me.La;0.05;50;ZA;31
ZAF710;Me.Lu;0.05;50;ZA;31
ZAF710;Me.Nd;0.05;50;ZA;31
ZAF710;Me.Pr;0.05;50;ZA;31
ZAF710;Me.Pm;0.05;50;ZA;31
ZAF710;Me.Sm;0.05;50;ZA;31
ZAF710;Me.Sc;0.05;50;ZA;31
ZAF710;Me.Tb;0.05;50;ZA;31
ZAF710;Me.Tm;0.05;50;ZA;31
ZAF710;Me.Yb;0.05;50;ZA;31
ZAF710;Me.Y;0.05;50;ZA;31
ZAF710;Me.Ag;3.00E-04;106;ZA;34
ZAF710;Me.Sn;0.015;"99";ZA;37
ZAF710;Me.U;0.002;106;ZA;40
ZAF710;Nm.dig;4.81E-08;250;ZA;74
ZMB894;Me.Cu;0.0099;9;ZM;17
ZMB894;Me.Au;4.00E-06;106;ZM;20
ZMB894;Me.Ni;0.0055;106;ZM;28
ZMB894;Me.Ag;3.00E-04;106;ZM;34
ZWE716;Me.Fe;0.5;27;ZW;7
ZWE716;Me.Sb;0.05;"120";ZW;8
ZWE716;Me.Cr;0.46;3;ZW;15
ZWE716;Me.Cu;0.0099;9;ZW;17
ZWE716;Me.Au;6.20E-06;106;ZW;20
ZWE716;Me.Li;0.0135;40;ZW;23
ZWE716;Me.Ni;0.0055;106;ZW;28
ZWE716;Me.Ir;1.00E-05;120;ZW;30
ZWE716;Me.Os;1.00E-05;120;ZW;30
ZWE716;Me.Pd;1.00E-05;120;ZW;30
ZWE716;Me.Pt;1.00E-05;120;ZW;30
ZWE716;Me.Rh;1.00E-05;120;ZW;30
ZWE716;Me.Ru;1.00E-05;120;ZW;30
ZWE716;Me.Ag;3.00E-04;106;ZW;34
ZWE716;Me.Sn;0.015;"99";ZW;37
ZWE716;Me.W;0.00515;"99";ZW;39
ZWE716;Nm.dig;4.65E-07;250;ZW;74
BEL056;Me.U;1.20E-04;106;BE;40
TWN158;Me.Cu;0.008;"52";TW;17
TWN158;Me.Au;8.00E-06;52;TW;20
DNK208;Me.Ag;3.00E-04;"106";DK;34
DNK208;Me.Au;4.00E-06;"106";DK;20
AGO024;Nm.dii;5.41E-08;250;AO;75
AUS036;Nm.dii;9.42E-07;250;AU;75
BRA076;Nm.dii;3.01E-07;250;BR;75
BWA072;Nm.dii;1.43E-07;250;BW;75
CIV384;Nm.dii;1.28E-07;250;CI;75
CHN156;Nm.dii;5.07E-07;250;CN;75
IND356;Nm.dii;1.27E-07;250;IN;75
LBR430;Nm.dii;1.28E-07;250;LR;75
DDR278;Nm.dii;1.28E-07;250;NA;75
DEU280;Nm.dii;1.28E-07;250;NA;75
NAM516;Nm.dii;1.28E-07;250;NA;75
YEM886;Nm.dii;1.28E-07;250;NA;75
YMD720;Nm.dii;1.28E-07;250;NA;75
BLGLUX;Nm.dii;1.28E-07;250;NA;75
RUS643;Nm.dii;6.98E-07;250;RU;75
TZA834;Nm.dii;6.53E-08;250;TZ;75
VEN862;Nm.dii;3.01E-07;250;VE;75
ZAF710;Nm.dii;4.81E-08;250;ZA;75
ZWE716;Nm.dii;4.65E-07;250;ZW;75
AFG004;Me.Au;4.00E-06;106;AF;20
AGO024;Me.Au;4.00E-06;106;AO;20
AUT040;Me.Cu;0.0074;42;AT;17
AUT040;Me.Ag;3.00E-04;106;AT;34
AUS036;Me.Hg;0.0105;99;AU;26
AUS036;Me.Mo;1.90E-04;52;AU;27
BDI108;Me.Ce;0.05;50;BI;31
BDI108;Me.Dy;0.05;50;BI;31
BDI108;Me.Er;0.05;50;BI;31
BDI108;Me.Eu;0.05;50;BI;31
BDI108;Me.Gd;0.05;50;BI;31
BDI108;Me.Ho;0.05;50;BI;31
BDI108;Me.La;0.05;50;BI;31
BDI108;Me.Lu;0.05;50;BI;31
BDI108;Me.Nd;0.05;50;BI;31
BDI108;Me.Pr;0.05;50;BI;31
BDI108;Me.Pm;0.05;50;BI;31
BDI108;Me.Sm;0.05;50;BI;31
BDI108;Me.Sc;0.05;50;BI;31
BDI108;Me.Tb;0.05;50;BI;31
BDI108;Me.Tm;0.05;50;BI;31
BDI108;Me.Yb;0.05;50;BI;31
BDI108;Me.Y;0.05;50;BI;31
BWA072;Nm.dig;1.43E-07;250;BW;74
CAN124;Me.Hg;0.0105;99;CA;26
CAF140;Nm.dig;1.28E-07;250;CF;74
CAF140;Nm.dii;1.28E-07;250;CF;75
COG178;Me.Sn;0.015;99;CG;37
COG178;Me.K2O;0.45;251;CG;86
CHN156;Nm.S;0.1;250;CN;89
COL170;Me.Hg;0.0105;99;CO;26
COL170;Nm.S;0.1;250;CO;89
DZA012;Me.Sb;0.05;120;DZ;8
ECU218;Nm.S;0.1;250;EC;89
EGY818;Me.Sn;0.015;99;EG;37
FRA250;Me.Sn;0.015;99;FR;37
GEO268;Me.Ag;3.00E-04;106;GE;34
GRL304;Me.Au;2.62E-06;255;GL;20
GRL304;Me.Ag;4.50E-04;33;GL;34
GTM320;Me.W;0.00515;99;GT;39
HKG344;Me.Fe;0.3;6;HK;7
HKG344;Me.W;0.00165;50;HK;39
HTI332;Me.Cu;0.0099;9;HT;17
HTI332;Me.Au;4.00E-06;106;HT;20
HTI332;Me.Ag;3.00E-04;106;HT;34
HUN348;Me.Cu;0.0074;42;HU;17
IRL372;Me.Hg;0.0105;99;IE;26
IND356;Me.Sb;0.05;120;IN;8
IND356;Me.Sn;0.015;99;IN;37
JPN392;Me.Sb;0.05;120;JP;8
JPN392;Me.Hg;0.0105;99;JP;26
KEN404;Me.Cu;0.0099;9;KE;17
KGZ417;Me.Cu;0.0099;9;KG;17
KHM116;Me.Au;4.00E-06;106;KH;20
KOR410;Me.Sb;0.05;120;KR;8
KOR410;Me.Sn;0.015;99;KR;37
KAZ398;Me.Ce;0.03;50;KZ;31
KAZ398;Me.Dy;0.03;50;KZ;31
KAZ398;Me.Er;0.03;50;KZ;31
KAZ398;Me.Eu;0.03;50;KZ;31
KAZ398;Me.Gd;0.03;50;KZ;31
KAZ398;Me.Ho;0.03;50;KZ;31
KAZ398;Me.La;0.03;50;KZ;31
KAZ398;Me.Lu;0.03;50;KZ;31
KAZ398;Me.Nd;0.03;50;KZ;31
KAZ398;Me.Pr;0.03;50;KZ;31
KAZ398;Me.Pm;0.03;50;KZ;31
KAZ398;Me.Sm;0.03;50;KZ;31
KAZ398;Me.Sc;0.03;50;KZ;31
KAZ398;Me.Tb;0.03;50;KZ;31
KAZ398;Me.Tm;0.03;50;KZ;31
KAZ398;Me.Yb;0.03;50;KZ;31
KAZ398;Me.Y;0.03;50;KZ;31
LSO426;Nm.dig;4.00E-09;250;LS;74
MAR504;Me.Sn;0.015;99;MA;37
MNE499;Me.Al;0.353666667;250;ME;10
NGA566;Me.W;0.00515;99;NG;39
NIC558;Me.Cu;0.0099;9;NI;17
NLD528;Me.W;0.00515;99;NL;39
