alphanumiso;CCC_Code;material_id;year;unit;value;source
AFG004;A.3.4.2;M.flu;2019;t;50000;wmd
AFG004;A.3.4.2;M.flu;2020;t;10000;wmd
AFG004;A.3.4.3;Nm.gem;2011;t;37.03;own estimation - gap filled by values of preceding or consecutive years
AFG004;A.3.4.3;Nm.gem;2012;t;37.03;own estimation - gap filled by values of preceding or consecutive years
AFG004;A.3.4.3;Nm.gem;2013;t;37.03;own estimation - gap filled by values of preceding or consecutive years
AFG004;A.3.4.3;Nm.gem;2014;t;37.03;own estimation - gap filled by values of preceding or consecutive years
AFG004;A.3.4.3;Nm.gem;2015;t;37.03;own estimation - gap filled by values of preceding or consecutive years
AFG004;A.3.4.3;Nm.gem;2016;t;37.03;usgs
AFG004;A.3.4.3;Nm.gem;2017;t;38.2;usgs
AFG004;A.3.4.3;Nm.gem;2018;t;40.5;usgs
AFG004;A.3.6;M.gya;2011;t;3540;own estimation - gap filled by values of preceding or consecutive years
AFG004;A.3.6;M.gya;2012;t;3540;estimation based on consumption of cement
AFG004;A.3.6;M.gya;2013;t;4350;estimation based on consumption of cement
AFG004;A.3.6;M.gya;2014;t;3505;estimation based on consumption of cement
AFG004;A.3.6;M.gya;2015;t;5040;estimation based on consumption of cement
AFG004;A.3.6;M.gya;2016;t;57000;wmd
AFG004;A.3.6;M.gya;2017;t;40000;wmd
AFG004;A.3.6;M.gya;2018;t;36161;wmd
AFG004;A.3.6;M.gya;2019;t;24371;wmd
AFG004;A.3.6;M.gya;2020;t;15049;wmd
AFG004;A.3.7.1;M.coc;2011;t;21523.2;own estimation - gap filled by values of preceding or consecutive years
AFG004;A.3.7.1;M.coc;2012;t;21523.2;estimation based on consumption of cement and production of bricks and tiles
AFG004;A.3.7.1;M.coc;2013;t;26448;estimation based on consumption of cement and production of bricks and tiles
AFG004;A.3.7.1;M.coc;2014;t;21310.399999999998;estimation based on consumption of cement and production of bricks and tiles
AFG004;A.3.7.1;M.coc;2015;t;30643.2;estimation based on consumption of cement and production of bricks and tiles
AFG004;A.3.7.1;M.coc;2016;t;56635.2;estimation based on consumption of cement and production of bricks and tiles
AFG004;A.3.7.1;M.coc;2017;t;54720;estimation based on consumption of cement and production of bricks and tiles
AFG004;A.3.7.1;M.coc;2018;t;33440;estimation based on consumption of cement and production of bricks and tiles
AFG004;A.3.8.2;M.sag;2011;t;372408;own estimation - gap filled by values of preceding or consecutive years
AFG004;A.3.8.2;M.sag;2012;t;372408;estimation based on consumption of cement and bitumen
AFG004;A.3.8.2;M.sag;2013;t;457620;estimation based on consumption of cement and bitumen
AFG004;A.3.8.2;M.sag;2014;t;368726;estimation based on consumption of cement and bitumen
AFG004;A.3.8.2;M.sag;2015;t;530208;estimation based on consumption of cement and bitumen
AFG004;A.3.8.2;M.sag;2016;t;3070000;usgs
AFG004;A.3.8.2;M.sag;2017;t;1580000;usgs
AFG004;A.3.8.2;M.sag;2018;t;956000;usgs
AFG004;A.4.1.2.3;F.obc;2016;t;1698026.543136;eia
AFG004;A.4.1.2.3;F.obc;2017;t;2191034.249712;eia
AFG004;A.4.1.2.3;F.obc;2018;t;2445038.22024;eia
AFG004;A.4.1.2.3;F.obc;2019;t;2139033.436848;eia
AFG004;A.4.1.2.3;F.obc;2020;t;2095889.1130971562;eia
AFG004;A.4.1.2.3;F.obc;2021;t;57000.891024000004;eia
AFG004;A.4.2.2;F.nag;2016;t;116103.0834;unsd
AFG004;A.4.2.2;F.nag;2017;t;109641.2058;unsd
AFG004;A.4.2.2;F.nag;2018;t;107604.30960000001;unsd
AFG004;A.4.2.2;F.nag;2019;t;90396.0486;unsd
AFG004;A.4.2.2;F.nag;2020;t;56330.715599999996;unsd
AGO024;A.3.1;M.mat;2011;t;2300;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.1;M.mat;2012;t;2300;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.1;M.mat;2013;t;2300;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.1;M.mat;2014;t;2300;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.1;M.mat;2015;t;2300;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.1;M.mat;2016;t;2300;usgs
AGO024;A.3.1;M.mat;2017;t;2300;usgs
AGO024;A.3.1;M.mat;2018;t;2300;usgs
AGO024;A.3.2.3;M.lim;2011;t;21741715.2;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.2.3;M.lim;2012;t;21741715.2;estimation based on consumption of cement
AGO024;A.3.2.3;M.lim;2013;t;22607750.4;estimation based on consumption of cement
AGO024;A.3.2.3;M.lim;2014;t;23414080;estimation based on consumption of cement
AGO024;A.3.2.3;M.lim;2015;t;22122688;estimation based on consumption of cement
AGO024;A.3.2.3;M.lim;2016;t;20574099.84;estimation based on consumption of cement
AGO024;A.3.2.3;M.lim;2017;t;559360;estimation based on consumption of cement
AGO024;A.3.2.3;M.lim;2018;t;5972792.043392;estimation based on consumption of cement
AGO024;A.3.4.3;M.qar;2011;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.qar;2012;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.qar;2013;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.qar;2014;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.qar;2015;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.qar;2016;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.qar;2017;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.qar;2018;t;10000;usgs
AGO024;A.3.4.3;M.qar;2019;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.qar;2020;t;10000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.tal;2011;t;99271;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.tal;2012;t;99271;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.tal;2013;t;99271;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.tal;2014;t;99271;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.tal;2015;t;99271;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.tal;2016;t;99271;usgs
AGO024;A.3.4.3;M.tal;2017;t;107211;usgs
AGO024;A.3.4.3;M.tal;2018;t;112000;usgs
AGO024;A.3.4.3;M.tal;2019;t;112000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;M.tal;2020;t;112000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dig;2011;t;30015970.425138634;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dig;2012;t;30015970.425138634;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dig;2013;t;30015970.425138634;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dig;2014;t;30015970.425138634;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dig;2015;t;30015970.425138634;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dig;2016;t;30015970.425138634;own estimation based on wmd
AGO024;A.3.4.3;O.dig;2017;t;31404510.166358594;own estimation based on wmd
AGO024;A.3.4.3;O.dig;2018;t;31388170.055452865;own estimation based on wmd
AGO024;A.3.4.3;O.dig;2019;t;30442772.643253237;own estimation based on wmd
AGO024;A.3.4.3;O.dig;2020;t;25733271.719038818;own estimation based on wmd
AGO024;A.3.4.3;O.dii;2011;t;3335109.057301294;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dii;2012;t;3335109.057301294;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dii;2013;t;3335109.057301294;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dii;2014;t;3335109.057301294;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dii;2015;t;3335109.057301294;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.4.3;O.dii;2016;t;3335109.057301294;own estimation based on wmd
AGO024;A.3.4.3;O.dii;2017;t;3489390.0184842884;own estimation based on wmd
AGO024;A.3.4.3;O.dii;2018;t;3487578.5582255083;own estimation based on wmd
AGO024;A.3.4.3;O.dii;2019;t;3382532.347504621;own estimation based on wmd
AGO024;A.3.4.3;O.dii;2020;t;2859260.628465804;own estimation based on wmd
AGO024;A.3.6;M.gya;2011;t;893985;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.6;M.gya;2012;t;893985;estimation based on consumption of cement
AGO024;A.3.6;M.gya;2013;t;929595;estimation based on consumption of cement
AGO024;A.3.6;M.gya;2014;t;962750;estimation based on consumption of cement
AGO024;A.3.6;M.gya;2015;t;909650;estimation based on consumption of cement
AGO024;A.3.6;M.gya;2016;t;845974.5;estimation based on consumption of cement
AGO024;A.3.6;M.gya;2017;t;32000;wmd
AGO024;A.3.6;M.gya;2018;t;245591.7781;estimation based on consumption of cement
AGO024;A.3.7.1;M.coc;2011;t;7693881.419774399;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.7.1;M.coc;2012;t;7693881.419774399;estimation based on consumption of cement and production of bricks and tiles
AGO024;A.3.7.1;M.coc;2013;t;8057401.410814399;estimation based on consumption of cement and production of bricks and tiles
AGO024;A.3.7.1;M.coc;2014;t;8364312.0832;estimation based on consumption of cement and production of bricks and tiles
AGO024;A.3.7.1;M.coc;2015;t;8405201.5294;estimation based on consumption of cement and production of bricks and tiles
AGO024;A.3.7.1;M.coc;2016;t;7657190.48;estimation based on consumption of cement and production of bricks and tiles
AGO024;A.3.7.1;M.coc;2017;t;2653505.52;estimation based on consumption of cement and production of bricks and tiles
AGO024;A.3.7.1;M.coc;2018;t;4006863.530848;estimation based on consumption of cement and production of bricks and tiles
AGO024;A.3.7.2;M.fue;2011;t;98000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.7.2;M.fue;2012;t;98000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.7.2;M.fue;2013;t;98000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.7.2;M.fue;2014;t;98000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.7.2;M.fue;2015;t;98000;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.7.2;M.fue;2016;t;98000;bgs
AGO024;A.3.7.2;M.fue;2017;t;98000;bgs
AGO024;A.3.7.2;M.fue;2018;t;98000;bgs
AGO024;A.3.7.2;M.fue;2019;t;98000;bgs
AGO024;A.3.7.2;M.fue;2020;t;98000;bgs
AGO024;A.3.8.1;M.SiO2;2011;t;50100;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.8.1;M.SiO2;2012;t;50100;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.8.1;M.SiO2;2013;t;50100;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.8.1;M.SiO2;2014;t;50100;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.8.1;M.SiO2;2015;t;50100;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.8.1;M.SiO2;2016;t;50100;usgs
AGO024;A.3.8.1;M.SiO2;2017;t;50100;usgs
AGO024;A.3.8.1;M.SiO2;2018;t;50100;usgs
AGO024;A.3.8.2;M.sag;2011;t;100232742;own estimation - gap filled by values of preceding or consecutive years
AGO024;A.3.8.2;M.sag;2012;t;100232742;estimation based on consumption of cement and bitumen
AGO024;A.3.8.2;M.sag;2013;t;104285634;estimation based on consumption of cement and bitumen
AGO024;A.3.8.2;M.sag;2014;t;113243380;estimation based on consumption of cement and bitumen
AGO024;A.3.8.2;M.sag;2015;t;98609020;estimation based on consumption of cement and bitumen
AGO024;A.3.8.2;M.sag;2016;t;90427877.39999999;estimation based on consumption of cement and bitumen
AGO024;A.3.8.2;M.sag;2017;t;5842258.8379999995;estimation based on consumption of cement and bitumen
AGO024;A.3.8.2;M.sag;2018;t;27755872.95212;estimation based on consumption of cement and bitumen
AGO024;A.3.8.2;M.sag;2019;t;27734051.07012;estimation based on consumption of cement and bitumen
AGO024;A.3.8.2;M.sag;2020;t;26389748.43012;estimation based on consumption of cement and bitumen
AGO024;A.4.2.1;F.cro;2016;t;836041184.9999999;unsd
AGO024;A.4.2.1;F.cro;2017;t;790527696.9999999;unsd
AGO024;A.4.2.1;F.cro;2018;t;716230157;unsd
AGO024;A.4.2.1;F.cro;2019;t;669811092;unsd
AGO024;A.4.2.1;F.cro;2020;t;617437365.0000001;unsd
AGO024;A.4.2.1;F.cro;2021;t;544576393;unsd
AGO024;A.4.2.2;F.nag;2016;t;1169640;unsd
AGO024;A.4.2.2;F.nag;2017;t;3967200;unsd
AGO024;A.4.2.2;F.nag;2018;t;4233960;unsd
AGO024;A.4.2.2;F.nag;2019;t;4651200;unsd
AGO024;A.4.2.2;F.nag;2020;t;5164200;unsd
AGO024;A.4.2.2;F.nag;2021;t;4206384;unsd
AGO024;A.4.2.3;F.ngl;2016;t;904365.9999999999;unsd
AGO024;A.4.2.3;F.ngl;2017;t;3962073.0000000005;unsd
AGO024;A.4.2.3;F.ngl;2018;t;4091336.0000000005;unsd
AGO024;A.4.2.3;F.ngl;2019;t;4478332;unsd
AGO024;A.4.2.3;F.ngl;2020;t;4801559;unsd
AGO024;A.4.2.3;F.ngl;2021;t;3885133.0000000005;unsd
ALB008;A.2.2.Cr;O.Cr;2016;t;726671;bgs
ALB008;A.2.2.Cr;O.Cr;2017;t;808016;bgs
ALB008;A.2.2.Cr;O.Cr;2018;t;1142719;bgs
ALB008;A.2.2.Cr;O.Cr;2019;t;1288315;bgs
ALB008;A.2.2.Cr;O.Cr;2020;t;626627;bgs
ALB008;A.2.2.Cu;AO.Cu;2016;t;252601.20735711028;own estimation based on wmd
ALB008;A.2.2.Cu;AO.Cu;2017;t;0;own estimation based on wmd
ALB008;A.2.2.Cu;AO.Cu;2018;t;474319.89703898126;own estimation based on wmd
ALB008;A.2.2.Cu;AO.Cu;2019;t;741393.478730054;own estimation based on wmd
ALB008;A.2.2.Cu;AO.Cu;2020;t;386060.1150246703;own estimation based on wmd
ALB008;A.2.2.Ni;AO.Ni;2016;t;496217.98359954025;own estimation based on wmd
ALB008;A.2.2.Ni;AO.Ni;2017;t;649967.4398654768;own estimation based on wmd
ALB008;A.2.2.Ni;AO.Ni;2018;t;457277.6700290385;own estimation based on wmd
ALB008;A.2.2.Ni;AO.Ni;2019;t;334368.6090547333;own estimation based on wmd
ALB008;A.2.2.Ni;AO.Ni;2020;t;424844.411158138;own estimation based on wmd
ALB008;A.3.1;M.dim;2011;t;32503;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.1;M.dim;2012;t;32503;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.1;M.dim;2013;t;32503;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.1;M.dim;2014;t;32503;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.1;M.dim;2015;t;32503;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.1;M.dim;2016;t;32503;usgs
ALB008;A.3.1;M.dim;2017;t;28076;usgs
ALB008;A.3.1;M.dim;2018;t;26166;usgs
ALB008;A.3.2.3;M.lim;2011;t;2711680;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.2.3;M.lim;2012;t;2711680;estimation based on consumption of cement
ALB008;A.3.2.3;M.lim;2013;t;2432000;estimation based on consumption of cement
ALB008;A.3.2.3;M.lim;2014;t;2115840;estimation based on consumption of cement
ALB008;A.3.2.3;M.lim;2015;t;2407680;estimation based on consumption of cement
ALB008;A.3.2.3;M.lim;2016;t;4776000;usgs
ALB008;A.3.2.3;M.lim;2017;t;5579000;usgs
ALB008;A.3.2.3;M.lim;2018;t;5568000;usgs
ALB008;A.3.5;M.sal;2011;t;47000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.5;M.sal;2012;t;47000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.5;M.sal;2013;t;47000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.5;M.sal;2014;t;47000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.5;M.sal;2015;t;47000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.5;M.sal;2016;t;47000;bgs
ALB008;A.3.5;M.sal;2017;t;47000;bgs
ALB008;A.3.5;M.sal;2018;t;47000;bgs
ALB008;A.3.5;M.sal;2019;t;47000;bgs
ALB008;A.3.5;M.sal;2020;t;47000;bgs
ALB008;A.3.6;M.gya;2011;t;111500;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.6;M.gya;2012;t;111500;estimation based on consumption of cement
ALB008;A.3.6;M.gya;2013;t;100000;estimation based on consumption of cement
ALB008;A.3.6;M.gya;2014;t;87000;estimation based on consumption of cement
ALB008;A.3.6;M.gya;2015;t;99000;estimation based on consumption of cement
ALB008;A.3.6;M.gya;2016;t;131924;wmd
ALB008;A.3.6;M.gya;2017;t;104120;wmd
ALB008;A.3.6;M.gya;2018;t;102016;wmd
ALB008;A.3.6;M.gya;2019;t;98000;wmd
ALB008;A.3.6;M.gya;2020;t;111880;wmd
ALB008;A.3.7.1;M.coc;2011;t;677920;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.7.1;M.coc;2012;t;677920;estimation based on consumption of cement and production of bricks and tiles
ALB008;A.3.7.1;M.coc;2013;t;608000;estimation based on consumption of cement and production of bricks and tiles
ALB008;A.3.7.1;M.coc;2014;t;528960;estimation based on consumption of cement and production of bricks and tiles
ALB008;A.3.7.1;M.coc;2015;t;601920;estimation based on consumption of cement and production of bricks and tiles
ALB008;A.3.7.1;M.coc;2016;t;608000;estimation based on consumption of cement and production of bricks and tiles
ALB008;A.3.7.1;M.coc;2017;t;608000;estimation based on consumption of cement and production of bricks and tiles
ALB008;A.3.7.1;M.coc;2018;t;585773.51272;estimation based on consumption of cement and production of bricks and tiles
ALB008;A.3.7.2;M.kao;2011;t;955000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.7.2;M.kao;2012;t;955000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.7.2;M.kao;2013;t;955000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.7.2;M.kao;2014;t;955000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.7.2;M.kao;2015;t;955000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.7.2;M.kao;2016;t;955000;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.7.2;M.kao;2017;t;955000;usgs
ALB008;A.3.7.2;M.kao;2018;t;708000;usgs
ALB008;A.3.8.2;M.sag;2011;t;12803320;own estimation - gap filled by values of preceding or consecutive years
ALB008;A.3.8.2;M.sag;2012;t;12803320;estimation based on consumption of cement and bitumen
ALB008;A.3.8.2;M.sag;2013;t;11031200;estimation based on consumption of cement and bitumen
ALB008;A.3.8.2;M.sag;2014;t;9254640;estimation based on consumption of cement and bitumen
ALB008;A.3.8.2;M.sag;2015;t;11743920;estimation based on consumption of cement and bitumen
ALB008;A.3.8.2;M.sag;2016;t;14762960;estimation based on consumption of cement and bitumen
ALB008;A.3.8.2;M.sag;2017;t;11969588.18;estimation based on consumption of cement and bitumen
ALB008;A.3.8.2;M.sag;2018;t;10477675.9523;estimation based on consumption of cement and bitumen
ALB008;A.3.8.2;M.sag;2019;t;11997919.760299997;estimation based on consumption of cement and bitumen
ALB008;A.3.8.2;M.sag;2020;t;11288016.320299998;estimation based on consumption of cement and bitumen
ALB008;A.4.1.1.1;F.lig;2016;t;14000.218848;eia
ALB008;A.4.1.1.1;F.lig;2017;t;46000.719072;eia
ALB008;A.4.1.1.1;F.lig;2018;t;98001.53193600001;eia
ALB008;A.4.1.1.1;F.lig;2019;t;121720.484592;eia
ALB008;A.4.1.1.1;F.lig;2020;t;127001.985264;eia
ALB008;A.4.1.1.1;F.lig;2021;t;240752.763388368;eia
ALB008;A.4.2.1;F.cro;2016;t;1056000;unsd
ALB008;A.4.2.1;F.cro;2017;t;958935.9999999999;unsd
ALB008;A.4.2.1;F.cro;2018;t;910670.0000000001;unsd
ALB008;A.4.2.1;F.cro;2019;t;1005090;unsd
ALB008;A.4.2.1;F.cro;2020;t;758170.0000000001;unsd
ALB008;A.4.2.2;F.nag;2016;t;59536.799999999996;unsd
ALB008;A.4.2.2;F.nag;2017;t;61604.748;unsd
ALB008;A.4.2.2;F.nag;2018;t;55360.799999999996;unsd
ALB008;A.4.2.2;F.nag;2019;t;48268.62;unsd
ALB008;A.4.2.2;F.nag;2020;t;37098.54;unsd
AND020;A.3.2.3;M.lim;2011;t;21795.586432;own estimation - gap filled by values of preceding or consecutive years
AND020;A.3.2.3;M.lim;2012;t;21795.586432;own estimation - gap filled by values of preceding or consecutive years
AND020;A.3.2.3;M.lim;2013;t;21795.586432;own estimation - gap filled by values of preceding or consecutive years
AND020;A.3.2.3;M.lim;2014;t;21795.586432;own estimation - gap filled by values of preceding or consecutive years
AND020;A.3.2.3;M.lim;2015;t;21795.586432;own estimation - gap filled by values of preceding or consecutive years
AND020;A.3.2.3;M.lim;2016;t;21795.586432;own estimation - gap filled by values of preceding or consecutive years
AND020;A.3.2.3;M.lim;2017;t;21795.586432;estimation based on consumption of cement
AND020;A.3.2.3;M.lim;2018;t;437296.6748159999;estimation based on consumption of cement
